"player","position","season","Team","GP","TOI","TOI_GP","TOI_perc","OZS","NZS","DZS","OZS_perc","NZS_perc","DZS_perc","ZS_rate"
"AARON.GAGNON","F","20122013","WPG",10,73.27,7.33,14.41,16,24,29,23.19,34.78,42.03,35.56
"AARON.JOHNSON","D","20122013","BOS",10,138.4,13.84,27.26,46,40,32,38.98,33.9,27.12,58.97
"AARON.PALUSHAJ","F","20122013","COL",25,263.12,10.52,20.7,82,84,87,32.41,33.2,34.39,48.52
"AARON.ROME","D","20122013","DAL",27,366.13,13.56,28.3,100,138,133,26.95,37.2,35.85,42.92
"AARON.VOLPATTI","F","20122013","VAN",16,114.73,7.17,15.18,21,41,41,20.39,39.81,39.81,33.87
"AARON.VOLPATTI","F","20122013","WSH",17,156.35,9.2,18.31,37,58,40,27.41,42.96,29.63,48.05
"ADAM.BURISH","F","20122013","S.J",46,422.57,9.19,18.3,101,132,170,25.06,32.75,42.18,37.27
"ADAM.CRACKNELL","F","20122013","STL",20,170.95,8.55,17.07,36,46,41,29.27,37.4,33.33,46.75
"ADAM.HALL","F","20122013","CAR",6,56.57,9.43,18.07,8,12,18,21.05,31.58,47.37,30.77
"ADAM.HALL","F","20122013","PHI",11,92.22,8.38,17.31,12,38,49,12.12,38.38,49.49,19.67
"ADAM.HALL","F","20122013","T.B",20,160.53,8.03,16.56,11,70,100,6.08,38.67,55.25,9.91
"ADAM.HENRIQUE","F","20122013","N.J",42,564.55,13.44,27.48,158,219,175,28.62,39.67,31.7,47.45
"ADAM.LARSSON","D","20122013","N.J",37,615.33,16.63,34.07,153,216,156,29.14,41.14,29.71,49.51
"ADAM.MCQUAID","D","20122013","BOS",32,436.77,13.65,27.64,139,167,115,33.02,39.67,27.32,54.72
"ADAM.PARDY","D","20122013","BUF",17,258.35,15.2,30.25,59,74,70,29.06,36.45,34.48,45.74
"ADRIAN.AUCOIN","D","20122013","CBJ",36,532.97,14.8,29.13,162,157,154,34.25,33.19,32.56,51.27
"AKIM.ALIU","F","20122013","CGY",5,50.55,10.11,22.12,10,20,19,20.41,40.82,38.78,34.48
"ALEC.MARTINEZ","D","20122013","L.A",27,374.75,13.88,28.39,129,122,74,39.69,37.54,22.77,63.55
"ALES.HEMSKY","F","20122013","EDM",38,484.25,12.74,26.31,166,154,156,34.87,32.35,32.77,51.55
"ALEX.BOLDUC","F","20122013","ARI",14,104.68,7.48,15.03,36,35,17,40.91,39.77,19.32,67.92
"ALEX.BURMISTROV","F","20122013","WPG",44,576.8,13.11,26.15,141,181,126,31.47,40.4,28.12,52.81
"ALEX.BURROWS","F","20122013","VAN",47,647.53,13.78,28.05,283,201,177,42.81,30.41,26.78,61.52
"ALEX.CHIASSON","F","20122013","DAL",7,86.95,12.42,25.35,37,37,18,40.22,40.22,19.57,67.27
"ALEX.EDLER","D","20122013","VAN",45,809.47,17.99,36.58,310,301,239,36.47,35.41,28.12,56.47
"ALEXEI.EMELIN","D","20122013","MTL",38,647.92,17.05,35.42,198,260,191,30.51,40.06,29.43,50.9
"ALEXEI.PONIKAROVSKY","F","20122013","N.J",30,380.42,12.68,25.81,131,134,88,37.11,37.96,24.93,59.82
"ALEXEI.PONIKAROVSKY","F","20122013","WPG",12,132.9,11.08,22.49,36,45,37,30.51,38.14,31.36,49.32
"ALEX.GALCHENYUK","F","20122013","MTL",48,535.72,11.16,23.48,183,190,129,36.45,37.85,25.7,58.65
"ALEX.GOLIGOSKI","D","20122013","DAL",47,835.08,17.77,37.11,238,280,217,32.38,38.1,29.52,52.31
"ALEX.KILLORN","F","20122013","T.B",38,512.47,13.49,27.16,139,197,147,28.78,40.79,30.43,48.6
"ALEX.KOVALEV","F","20122013","FLA",14,174.3,12.45,26.15,59,52,40,39.07,34.44,26.49,59.6
"ALEX.OVECHKIN","F","20122013","WSH",48,759.35,15.82,32.19,273,223,228,37.71,30.8,31.49,54.49
"ALEX.PETROVIC","D","20122013","FLA",6,106.27,17.71,34.05,41,37,16,43.62,39.36,17.02,71.93
"ALEX.PIETRANGELO","D","20122013","STL",47,876.07,18.64,37.95,301,322,280,33.33,35.66,31.01,51.81
"ALEX.SEMIN","F","20122013","CAR",44,706.92,16.07,33.08,264,283,198,35.44,37.99,26.58,57.14
"ALEX.STEEN","F","20122013","STL",40,572.45,14.31,29.09,203,198,175,35.24,34.38,30.38,53.7
"ALEX.SULZER","D","20122013","BUF",17,258.62,15.21,32.02,84,102,71,32.68,39.69,27.63,54.19
"ALEX.TANGUAY","F","20122013","CGY",40,584.58,14.61,29.84,185,237,236,28.12,36.02,35.87,43.94
"ANDREAS.LILJA","D","20122013","PHI",4,60.25,15.06,30.88,14,19,25,24.14,32.76,43.1,35.9
"ANDREAS.NODL","F","20122013","CAR",8,62.2,7.78,17.27,20,25,12,35.09,43.86,21.05,62.5
"ANDRE.BENOIT","D","20122013","OTT",33,459.28,13.92,28.69,150,141,126,35.97,33.81,30.22,54.35
"ANDREI.LOKTIONOV","F","20122013","N.J",28,348.82,12.46,25.03,99,106,74,35.48,37.99,26.52,57.23
"ANDREI.MARKOV","D","20122013","MTL",48,799.6,16.66,35.04,273,331,262,31.52,38.22,30.25,51.03
"ANDREJ.MESZAROS","D","20122013","PHI",11,164.5,14.95,31.78,38,45,52,28.15,33.33,38.52,42.22
"ANDREJ.SEKERA","D","20122013","BUF",37,663.83,17.94,36.43,188,227,204,30.37,36.67,32.96,47.96
"ANDREW.ALBERTS","D","20122013","VAN",24,331.38,13.81,27.52,63,84,86,27.04,36.05,36.91,42.28
"ANDREW.COGLIANO","F","20122013","ANA",48,637.8,13.29,26.64,173,277,207,26.33,42.16,31.51,45.53
"ANDREW.DESJARDINS","F","20122013","S.J",42,375.27,8.93,17.85,88,122,108,27.67,38.36,33.96,44.9
"ANDREW.EBBETT","F","20122013","VAN",28,306.78,10.96,22.34,63,98,110,23.25,36.16,40.59,36.42
"ANDREW.FERENCE","D","20122013","BOS",48,811.83,16.91,33.79,255,267,240,33.46,35.04,31.5,51.52
"ANDREW.GORDON","F","20122013","VAN",6,50.48,8.41,16.44,7,12,14,21.21,36.36,42.42,33.33
"ANDREW.LADD","F","20122013","WPG",48,732.02,15.25,30.21,222,301,223,29.76,40.35,29.89,49.89
"ANDREW.MACDONALD","D","20122013","NYI",48,907.23,18.9,37.39,239,333,272,28.32,39.45,32.23,46.77
"ANDREW.SHAW","F","20122013","CHI",48,609.58,12.7,25.42,172,175,154,34.33,34.93,30.74,52.76
"ANDY.GREENE","D","20122013","N.J",48,869,18.1,37.12,241,313,256,29.75,38.64,31.6,48.49
"ANDY.MCDONALD","F","20122013","STL",37,502.7,13.59,27.58,185,152,109,41.48,34.08,24.44,62.93
"ANTOINE.ROUSSEL","F","20122013","DAL",39,334.33,8.57,17.68,78,116,110,25.66,38.16,36.18,41.49
"ANTOINE.VERMETTE","F","20122013","ARI",48,658.8,13.72,27.77,224,207,198,35.61,32.91,31.48,53.08
"ANTON.BABCHUK","D","20122013","CGY",7,79.53,11.36,23.49,25,31,29,29.41,36.47,34.12,46.3
"ANTON.LANDER","F","20122013","EDM",11,100.5,9.14,18.95,24,26,21,33.8,36.62,29.58,53.33
"ANTON.STRALMAN","D","20122013","NYR",48,765.77,15.95,31.97,251,239,188,37.02,35.25,27.73,57.18
"ANTON.VOLCHENKOV","D","20122013","N.J",37,477.45,12.9,26.47,128,152,111,32.74,38.87,28.39,53.56
"ANTTI.MIETTINEN","F","20122013","WPG",22,264.83,12.04,23.38,81,94,61,34.32,39.83,25.85,57.04
"ANZE.KOPITAR","F","20122013","L.A",47,742.27,15.79,31.84,269,272,211,35.77,36.17,28.06,56.04
"ARRON.ASHAM","F","20122013","NYR",27,174.72,6.47,13.08,37,54,54,25.52,37.24,37.24,40.66
"ARTEM.ANISIMOV","F","20122013","CBJ",35,452.78,12.94,25.66,129,196,156,26.82,40.75,32.43,45.26
"AUSTIN.WATSON","F","20122013","NSH",6,66.37,11.06,21.12,14,23,14,27.45,45.1,27.45,50
"BARRET.JACKMAN","D","20122013","STL",46,743.87,16.17,32.84,188,238,255,27.61,34.95,37.44,42.44
"BEAU.BENNETT","F","20122013","PIT",26,276.47,10.63,21.58,87,91,61,36.4,38.08,25.52,58.78
"BEN.EAGER","F","20122013","EDM",14,133.98,9.57,19.96,35,43,52,26.92,33.08,40,40.23
"BEN.HANOWSKI","F","20122013","CGY",5,64.62,12.92,24.91,16,16,27,27.12,27.12,45.76,37.21
"BEN.LOVEJOY","D","20122013","ANA",32,528.23,16.51,32.95,171,193,180,31.43,35.48,33.09,48.72
"BENOIT.POULIOT","F","20122013","T.B",34,384.28,11.3,23.35,120,178,124,28.44,42.18,29.38,49.18
"BEN.STREET","F","20122013","CGY",6,71.15,11.86,23.53,18,16,23,31.58,28.07,40.35,43.9
"B.J..CROMBEEN","F","20122013","T.B",44,407.88,9.27,18.94,68,172,154,17.26,43.65,39.09,30.63
"BLAIR.JONES","F","20122013","CGY",15,149.52,9.97,20.06,37,37,46,30.83,30.83,38.33,44.58
"BLAKE.COMEAU","F","20122013","CBJ",9,99.83,11.09,21.25,34,32,22,38.64,36.36,25,60.71
"BLAKE.COMEAU","F","20122013","CGY",33,346.05,10.49,21.53,100,124,102,30.67,38.04,31.29,49.5
"BLAKE.WHEELER","F","20122013","WPG",48,742.33,15.47,30.64,230,285,229,30.91,38.31,30.78,50.11
"BOBBY.BUTLER","F","20122013","N.J",14,108.98,7.78,16.58,24,34,25,28.92,40.96,30.12,48.98
"BOBBY.BUTLER","F","20122013","NSH",20,195.23,9.76,19.23,53,69,39,32.92,42.86,24.22,57.61
"BOBBY.RYAN","F","20122013","ANA",46,649.77,14.13,28.31,211,193,179,36.19,33.1,30.7,54.1
"BOBBY.SANGUINETTI","D","20122013","CAR",37,478.45,12.93,26.25,171,143,112,40.14,33.57,26.29,60.42
"BOYD.GORDON","F","20122013","ARI",48,568.62,11.85,23.97,127,212,278,20.58,34.36,45.06,31.36
"BRAD.BOYES","F","20122013","NYI",48,704.53,14.68,29.03,248,238,163,38.21,36.67,25.12,60.34
"BRAD.MALONE","F","20122013","COL",13,109.42,8.42,16.96,32,25,29,37.21,29.07,33.72,52.46
"BRAD.MARCHAND","F","20122013","BOS",45,616.78,13.71,27.36,215,233,202,33.08,35.85,31.08,51.56
"BRAD.RICHARDS","F","20122013","NYR",46,697.75,15.17,30.47,282,228,169,41.53,33.58,24.89,62.53
"BRAD.RICHARDSON","F","20122013","L.A",16,164.07,10.25,20.41,50,34,34,42.37,28.81,28.81,59.52
"BRAD.STAUBITZ","F","20122013","ANA",15,93,6.2,12.61,30,25,27,36.59,30.49,32.93,52.63
"BRAD.STUART","D","20122013","S.J",48,838.65,17.47,34.72,267,298,299,30.9,34.49,34.61,47.17
"BRANDON.BOLLIG","F","20122013","CHI",25,196.32,7.85,15.54,75,55,48,42.13,30.9,26.97,60.98
"BRANDON.DUBINSKY","F","20122013","CBJ",29,377.97,13.03,26.26,114,136,109,31.75,37.88,30.36,51.12
"BRANDON.MANNING","D","20122013","PHI",6,88.37,14.73,30.08,20,32,30,24.39,39.02,36.59,40
"BRANDON.PRUST","F","20122013","MTL",38,424.9,11.18,23.43,115,175,135,27.06,41.18,31.76,46
"BRANDON.SAAD","F","20122013","CHI",46,632.17,13.74,27.43,213,302,159,31.6,44.81,23.59,57.26
"BRANDON.SUTTER","F","20122013","PIT",48,629.68,13.12,26.98,148,215,230,24.96,36.26,38.79,39.15
"BRANDON.YIP","F","20122013","NSH",34,378,11.12,22.24,85,126,114,26.15,38.77,35.08,42.71
"BRAYDEN.SCHENN","F","20122013","PHI",47,604.03,12.85,27.06,183,204,164,33.21,37.02,29.76,52.74
"BRAYDON.COBURN","D","20122013","PHI",33,606.93,18.39,39.06,149,233,229,24.39,38.13,37.48,39.42
"BRENDAN.GALLAGHER","F","20122013","MTL",44,498.52,11.33,23.86,216,211,105,40.6,39.66,19.74,67.29
"BRENDAN.SMITH","D","20122013","DET",34,539.58,15.87,32.71,177,155,133,38.06,33.33,28.6,57.1
"BRENDEN.DILLON","D","20122013","DAL",48,872.82,18.18,37.94,215,279,280,27.78,36.05,36.18,43.43
"BRENDEN.MORROW","F","20122013","DAL",29,343.27,11.84,25.09,89,100,104,30.38,34.13,35.49,46.11
"BRENDEN.MORROW","F","20122013","PIT",15,195.6,13.04,26.43,46,72,63,25.41,39.78,34.81,42.2
"BRENT.BURNS","D","20122013","S.J",30,420.12,14,27.37,157,144,130,36.43,33.41,30.16,54.7
"BRENT.SEABROOK","D","20122013","CHI",47,806.7,17.16,34.36,267,320,211,33.46,40.1,26.44,55.86
"BRETT.BELLEMORE","D","20122013","CAR",8,93.77,11.72,24.67,33,31,34,33.67,31.63,34.69,49.25
"BRETT.CARSON","D","20122013","CGY",10,105.45,10.54,21.28,42,40,24,39.62,37.74,22.64,63.64
"BRETT.CLARK","D","20122013","MIN",8,102.6,12.82,25.15,37,26,18,45.68,32.1,22.22,67.27
"BRIAN.BOYLE","F","20122013","NYR",38,441.37,11.62,23.29,100,126,157,26.11,32.9,40.99,38.91
"BRIAN.CAMPBELL","D","20122013","FLA",48,973.37,20.28,40.57,325,343,207,37.14,39.2,23.66,61.09
"BRIAN.FLYNN","F","20122013","BUF",26,335.62,12.91,25.95,94,106,84,33.1,37.32,29.58,52.81
"BRIAN.GIONTA","F","20122013","MTL",48,679.08,14.15,29.76,209,302,226,28.36,40.98,30.66,48.05
"BRIAN.LASHOFF","D","20122013","DET",31,471.22,15.2,30.97,153,151,125,35.66,35.2,29.14,55.04
"BRIAN.LEE","D","20122013","T.B",22,298.15,13.55,28.6,63,107,80,25.2,42.8,32,44.06
"BRIAN.MCGRATTAN","F","20122013","CGY",19,136.12,7.16,14.07,39,51,29,32.77,42.86,24.37,57.35
"BRIAN.STRAIT","D","20122013","NYI",19,293.43,15.44,31.28,90,113,66,33.46,42.01,24.54,57.69
"BROOKS.LAICH","F","20122013","WSH",9,118.92,13.21,26.24,31,58,36,24.8,46.4,28.8,46.27
"BROOKS.ORPIK","D","20122013","PIT",46,857.68,18.65,38.46,247,368,298,27.05,40.31,32.64,45.32
"BRUNO.GERVAIS","D","20122013","PHI",37,586.73,15.86,33.42,147,212,167,27.95,40.3,31.75,46.82
"BRYAN.ALLEN","D","20122013","ANA",41,675.48,16.48,33.32,187,243,193,30.02,39,30.98,49.21
"BRYAN.BICKELL","F","20122013","CHI",48,592.83,12.35,24.72,175,174,128,36.69,36.48,26.83,57.76
"BRYAN.LITTLE","F","20122013","WPG",48,737.82,15.37,30.45,212,302,262,27.32,38.92,33.76,44.73
"BRYCE.SALVADOR","D","20122013","N.J",39,677.42,17.37,35.62,173,287,199,26.25,43.55,30.2,46.51
"CAL.CLUTTERBUCK","F","20122013","MIN",42,491.27,11.7,23.68,117,191,169,24.53,40.04,35.43,40.91
"CAM.ATKINSON","F","20122013","CBJ",35,470.55,13.44,25.73,141,173,127,31.97,39.23,28.8,52.61
"CAM.BARKER","D","20122013","VAN",14,188.9,13.49,27.04,71,45,56,41.28,26.16,32.56,55.91
"CAM.FOWLER","D","20122013","ANA",37,631.58,17.07,33.94,190,209,179,32.87,36.16,30.97,51.49
"CARL.GUNNARSSON","D","20122013","TOR",37,653.57,17.66,35.87,173,267,260,24.71,38.14,37.14,39.95
"CARL.HAGELIN","F","20122013","NYR",48,734.65,15.31,30.67,240,259,229,32.97,35.58,31.46,51.17
"CARLO.COLAIACOVO","D","20122013","DET",6,94.47,15.74,32.86,37,26,26,41.57,29.21,29.21,58.73
"CARL.SODERBERG","F","20122013","BOS",6,72.78,12.13,23.88,15,20,21,26.79,35.71,37.5,41.67
"CASEY.CIZIKAS","F","20122013","NYI",45,448.35,9.96,19.68,96,177,117,24.62,45.38,30,45.07
"CHAD.LAROSE","F","20122013","CAR",35,397.73,11.36,23.66,143,141,122,35.22,34.73,30.05,53.96
"CHAD.RUHWEDEL","D","20122013","BUF",7,98.2,14.03,26.61,29,35,24,32.95,39.77,27.27,54.72
"CHARLIE.COYLE","F","20122013","MIN",37,491.02,13.27,27.35,197,206,109,38.48,40.23,21.29,64.38
"CHRIS.BOURQUE","F","20122013","BOS",18,177.67,9.87,20.73,57,63,49,33.73,37.28,28.99,53.77
"CHRIS.BUTLER","D","20122013","CGY",44,654.28,14.87,30.22,173,209,206,29.42,35.54,35.03,45.65
"CHRIS.CONNER","F","20122013","ARI",12,132.28,11.02,22.13,47,38,40,37.6,30.4,32,54.02
"CHRIS.HIGGINS","F","20122013","VAN",41,550.9,13.44,27.44,144,206,173,27.53,39.39,33.08,45.43
"CHRIS.KELLY","F","20122013","BOS",34,417.52,12.28,25.04,103,139,202,23.2,31.31,45.5,33.77
"CHRIS.KREIDER","F","20122013","NYR",23,213.75,9.29,18.62,58,71,33,35.8,43.83,20.37,63.74
"CHRIS.KUNITZ","F","20122013","PIT",48,664,13.83,28.45,202,258,228,29.36,37.5,33.14,46.98
"CHRIS.MUELLER","F","20122013","NSH",18,181.9,10.11,19.78,43,55,90,22.87,29.26,47.87,32.33
"CHRIS.NEIL","F","20122013","OTT",48,577.37,12.03,24.8,182,222,185,30.9,37.69,31.41,49.59
"CHRIS.PHILLIPS","D","20122013","OTT",48,766.08,15.96,32.91,246,273,228,32.93,36.55,30.52,51.9
"CHRIS.PORTER","F","20122013","STL",29,301.32,10.39,20.87,76,89,93,29.46,34.5,36.05,44.97
"CHRIS.STEWART","F","20122013","STL",48,630.75,13.14,26.73,196,187,166,35.7,34.06,30.24,54.14
"CHRIS.SUMMERS","D","20122013","ARI",6,63.15,10.53,22.61,16,25,19,26.67,41.67,31.67,45.71
"CHRIS.TANEV","D","20122013","VAN",38,587.67,15.46,31.53,160,204,180,29.41,37.5,33.09,47.06
"CHRIS.THORBURN","F","20122013","WPG",42,252.57,6.01,11.97,66,65,81,31.13,30.66,38.21,44.9
"CHRISTIAN.EHRHOFF","D","20122013","BUF",47,903.05,19.21,39.26,278,332,273,31.48,37.6,30.92,50.45
"CHRIS.VANDEVELDE","F","20122013","EDM",11,66.53,6.05,12.46,16,14,12,38.1,33.33,28.57,57.14
"CHUCK.KOBASEW","F","20122013","COL",37,345.03,9.33,18.75,90,124,78,30.82,42.47,26.71,53.57
"CLARKE.MACARTHUR","F","20122013","TOR",40,522.12,13.05,26.73,135,171,159,29.03,36.77,34.19,45.92
"CLAUDE.GIROUX","F","20122013","PHI",48,727.98,15.17,31.93,236,313,262,29.1,38.59,32.31,47.39
"CLAYTON.STONER","D","20122013","MIN",48,768.67,16.01,32.83,192,294,220,27.2,41.64,31.16,46.6
"CODY.EAKIN","F","20122013","DAL",48,577.45,12.03,25.1,169,196,148,32.94,38.21,28.85,53.31
"CODY.FRANSON","D","20122013","TOR",45,667.28,14.83,30.09,185,200,222,30.48,32.95,36.57,45.45
"CODY.GOLOUBEF","D","20122013","CBJ",11,160.12,14.56,28.75,49,46,43,35.51,33.33,31.16,53.26
"CODY.HODGSON","F","20122013","BUF",48,675.3,14.07,28.73,226,237,253,31.56,33.1,35.34,47.18
"CODY.MCLEOD","F","20122013","COL",48,528.22,11,22.32,138,158,117,33.41,38.26,28.33,54.12
"COLBY.ARMSTRONG","F","20122013","MTL",37,340.5,9.2,19.22,60,116,117,20.48,39.59,39.93,33.9
"COLBY.ROBAK","D","20122013","FLA",16,214.13,13.38,26.56,61,69,59,32.28,36.51,31.22,50.83
"COLIN.FRASER","F","20122013","L.A",34,292.92,8.62,17.54,68,63,45,38.64,35.8,25.57,60.18
"COLIN.GREENING","F","20122013","OTT",47,590.42,12.56,25.89,175,211,157,32.23,38.86,28.91,52.71
"COLIN.MCDONALD","F","20122013","NYI",45,496.28,11.03,21.74,119,205,144,25.43,43.8,30.77,45.25
"COLIN.WILSON","F","20122013","NSH",25,345.22,13.81,27.58,81,102,81,30.68,38.64,30.68,50
"COLTON.GILLIES","F","20122013","CBJ",27,222.83,8.25,16.43,56,70,64,29.47,36.84,33.68,46.67
"COLTON.ORR","F","20122013","TOR",44,277.82,6.31,12.92,87,101,85,31.87,37,31.14,50.58
"COREY.PERRY","F","20122013","ANA",44,651.2,14.8,29.83,197,223,207,31.42,35.57,33.01,48.76
"COREY.POTTER","D","20122013","EDM",33,476.57,14.44,29.91,125,140,145,30.49,34.15,35.37,46.3
"CORY.CONACHER","F","20122013","OTT",12,129.97,10.83,22.7,42,34,17,45.16,36.56,18.28,71.19
"CORY.CONACHER","F","20122013","T.B",35,421.53,12.04,24.98,143,144,126,34.62,34.87,30.51,53.16
"CORY.EMMERTON","F","20122013","DET",48,429.78,8.95,18.39,155,119,109,40.47,31.07,28.46,58.71
"CORY.SARICH","D","20122013","CGY",28,384.68,13.74,27.45,98,137,142,25.99,36.34,37.67,40.83
"CRAIG.ADAMS","F","20122013","PIT",48,399,8.31,17.1,82,121,107,26.45,39.03,34.52,43.39
"CRAIG.SMITH","F","20122013","NSH",44,516.53,11.74,23.19,123,122,154,30.83,30.58,38.6,44.4
"CURTIS.GLENCROSS","F","20122013","CGY",40,557.73,13.94,28.56,191,218,198,31.47,35.91,32.62,49.1
"DAINIUS.ZUBRUS","F","20122013","N.J",22,301.43,13.7,28.59,77,124,76,27.8,44.77,27.44,50.33
"DALE.WEISE","F","20122013","VAN",40,343.18,8.58,17.51,78,113,108,26.09,37.79,36.12,41.94
"DALTON.PROUT","D","20122013","CBJ",28,485.08,17.32,32.89,141,181,176,28.31,36.35,35.34,44.48
"DAMIEN.BRUNNER","F","20122013","DET",44,546.93,12.43,25.51,184,200,126,36.08,39.22,24.71,59.35
"DANA.TYRELL","F","20122013","T.B",21,189.35,9.02,18.51,52,82,46,28.89,45.56,25.56,53.06
"DAN.BOYLE","D","20122013","S.J",46,819.27,17.81,35.28,258,276,255,32.7,34.98,32.32,50.29
"DAN.CARCILLO","F","20122013","CHI",23,204.83,8.91,17.55,71,67,33,41.52,39.18,19.3,68.27
"DAN.GIRARDI","D","20122013","NYR",46,911.9,19.82,39.55,287,345,323,30.05,36.13,33.82,47.05
"DAN.HAMHUIS","D","20122013","VAN",47,836.08,17.79,36.22,253,298,255,31.39,36.97,31.64,49.8
"DANIEL.ALFREDSSON","F","20122013","OTT",47,663.88,14.13,29.17,235,242,193,35.07,36.12,28.81,54.91
"DANIEL.BANG","F","20122013","NSH",8,98.52,12.31,23.85,40,41,21,39.22,40.2,20.59,65.57
"DANIEL.BRIERE","F","20122013","PHI",34,436.23,12.83,27.34,127,148,126,31.67,36.91,31.42,50.2
"DANIEL.CLEARY","F","20122013","DET",48,603.33,12.57,25.81,193,196,172,34.4,34.94,30.66,52.88
"DANIEL.PAILLE","F","20122013","BOS",46,497.12,10.81,21.54,134,150,138,31.75,35.55,32.7,49.26
"DANIEL.SEDIN","F","20122013","VAN",47,704.57,14.99,30.52,322,234,170,44.35,32.23,23.42,65.45
"DANIEL.WINNIK","F","20122013","ANA",48,659.12,13.73,27.53,163,269,220,25,41.26,33.74,42.56
"DANNY.DEKEYSER","D","20122013","DET",11,169.95,15.45,30.75,51,46,32,39.53,35.66,24.81,61.45
