"Team","iCF.60_mean","ixGF.60_mean","ZSR_mean","CF..QoT_mean","CF..QoC_mean","iCF.60_sd","ixGF.60_sd","ZSR_sd","CF..QoT_sd","CF..QoC_sd","iCF.60_min","ixGF.60_min","ZSR_min","CF..QoT_min","CF..QoC_min","iCF.60_max","ixGF.60_max","ZSR_max","CF..QoT_max","CF..QoC_max"
"ANA",9.64058823529412,0.388823529411765,53.5561764705882,45.1285294117647,50,2.99135718785169,0.217628606434634,10.5749847810495,2.23187125233234,0.488051164729621,4.7,0.07,40.94,41.15,48.63,15.39,0.84,100,50.88,51.31
"ARI",10.2136666666667,0.396,49.8373333333333,50.1126666666667,49.887,4.02360833369608,0.240439253207039,8.77776380812701,0.878077576234047,0.674496747263444,0,0,33.33,48.19,48.15,18.1,0.8,75,52.03,51.93
"ATL",10.0371428571429,0.420571428571429,53.482,48.4417142857143,49.8468571428571,3.26725426316472,0.240207543315247,11.2124837989259,1.14432740510923,0.582649987902996,3.39,0,43,45.24,47.8,17.64,0.92,100,50.23,51.42
"BOS",11.6434482758621,0.44448275862069,48.9144827586207,49.9003448275862,49.9362068965517,2.69835171362877,0.242598819436778,3.70151473454439,1.01162698785747,0.752193999449531,7.57,0.09,41.74,48.08,47.42,17.97,0.8,57.69,51.54,52.36
"BUF",11.1813793103448,0.480689655172414,55.5565517241379,49.9634482758621,49.9631034482759,4.05571442018889,0.280725221963231,8.48245806518289,0.702263055424945,0.290284385784943,4.79,0.05,43.66,48.21,49.28,18.49,1.02,90,51.02,51.14
"CAR",11.93,0.48875,49.0584375,49.32875,49.688125,3.63793454338248,0.267542580271,4.80265122303934,1.28175723633738,0.622634555997803,6.48,0.11,39.22,45.83,46.91,22.9,1,62.5,52.38,50.23
"CBJ",10.7282352941176,0.433823529411765,52.6194117647059,50.8176470588235,49.6626470588235,4.52989830014159,0.272563750740022,9.75029974400988,0.932773832808847,0.729775012334247,2.53,0,22.22,48.89,47.09,22.81,1,69.57,52.82,50.92
"CGY",11.2546875,0.43,54.1534375,51.4678125,49.0471875,4.12037109538809,0.240630891214016,5.44922700015273,1.17248491117604,1.11247539842316,3.23,0.11,47.06,47.96,44.6,19.27,0.85,76.47,53.67,50.38
"CHI",10.415625,0.4190625,55.4246875,51.619375,49.76,4.43640361285231,0.271452002232677,17.962505569959,0.820872617912615,0.730585271347347,0,0,0,50.07,48.02,19.91,1.01,100,53.18,52.85
"COL",10.0563888888889,0.450277777777778,48.1002777777778,48.0258333333333,49.6883333333333,3.94230762935168,0.36501652495752,8.95238690792608,1.10457328541711,0.464558161820762,3.36,0.09,28.07,46.12,48.11,24.83,2.06,78.57,50.82,50.94
"DAL",9.77290322580645,0.359677419354839,50.5970967741935,48.1303225806452,49.901935483871,3.59084316333308,0.228932069560204,8.87357244614531,1.17830806348472,0.679369410334999,0,0,31.31,44.92,47.59,15.28,0.74,65.17,51.4,51.68
"DET",12.4615384615385,0.500769230769231,52.3553846153846,53.3134615384615,49.7157692307692,3.97342038280139,0.267744999235064,4.49565588609202,0.930444806778746,0.481897691025164,7.39,0.14,44.44,50.56,48.42,19.1,0.92,60.87,54.82,50.96
"EDM",9.4246875,0.376875,49.020625,46.183125,49.7796875,3.53769196162167,0.238941719172878,4.69433422226439,0.766388419587235,0.358315812900008,3.76,0.03,36.36,44.42,48.76,17.92,0.8,58.49,47.54,50.41
"FLA",10.8321052631579,0.493421052631579,47.5597368421053,50.2476315789474,49.8205263157895,4.12529648919388,0.310093937953677,7.68627329895142,0.770462950371228,0.899990832891515,0,0,20,47.48,45.86,19.91,1.42,59.76,52.5,51.31
"L.A",10.7803448275862,0.432758620689655,51.7548275862069,50.5713793103448,49.6265517241379,3.4457608352859,0.230417269809797,5.54165822313763,1.16120542091253,0.372331226023176,3.45,0.09,42.86,47.52,48.89,17.3,0.83,75,52.78,50.59
"MIN",9.32970588235294,0.361764705882353,43.3235294117647,44.56,49.7991176470588,3.81015905600876,0.232606711753855,9.25615990876802,1.10271290804804,0.756516608990936,4.16,0.05,28.3,42.45,46.92,16.65,0.85,70,47.07,51.03
"MTL",11.42375,0.4121875,50.540625,50.1975,49.7734375,3.80055662307001,0.260529663656869,4.76594095065825,1.14581707710854,0.556536578950277,5.17,0.08,40,47.37,48.13,20.31,0.93,61.54,52.11,51.09
"N.J",9.07555555555555,0.379166666666667,53.3186111111111,50.2486111111111,49.6094444444444,3.87009519590886,0.269744588188795,6.52697486382596,8.65157100606681,0.366363944299299,0,0,29.41,0,48.6,16.52,1.03,75,53.25,50.1
"NSH",10.501875,0.4653125,47.2275,48.9721875,49.8878125,3.91031674115142,0.271376234191336,11.8950035593698,0.835007183183319,0.706329605847563,4.62,0,0,47.24,47.2,22.06,1.17,66.67,50.83,50.96
"NYI",10.0191666666667,0.369166666666667,48.3169444444444,45.7469444444444,50.0780555555556,4.6804116882416,0.262552035658784,10.9128107730435,1.03521100525295,0.350931979118823,0,0,28.07,43.09,49.33,27.09,1.08,100,48.93,51.2
"NYR",10.656875,0.518125,53.2453125,48.6825,49.755,3.89718379503175,0.312290574987153,8.41528485875744,0.673196515430002,0.72552539361086,3.7,0,34.25,47.51,47.32,18.67,0.97,67.4,50.29,52.15
"OTT",10.882,0.467428571428571,55.6505714285714,50.0971428571429,49.7494285714286,3.63890238784105,0.303793107395214,8.75598012213137,0.843527507235054,0.34183710307984,0,0,44.16,48.03,48.57,16.4,1.11,85,51.78,50.2
"PHI",10.767037037037,0.461851851851852,47.3218518518519,49.0666666666667,49.7996296296296,4.62260483911133,0.332276958587226,8.30323247390253,1.09991258393915,0.466183205002906,0,0,27.12,46.53,47.94,22.18,1.18,62.8,51.6,50.28
"PIT",10.9288571428571,0.455428571428571,54.1725714285714,52.4805714285714,49.6622857142857,4.01938667506592,0.301558138547726,6.15972561595608,1.37766627662431,0.480288428748721,1.85,0.03,45.45,47.68,48.3,20.07,1.16,75,55.28,50.62
"S.J",11.2279310344828,0.478275862068965,50.3337931034483,51.9406896551724,49.458275862069,3.51737460870051,0.29363569466648,5.49903654794774,1.09516773351483,0.467310457875071,3.16,0.11,33.33,49.55,48.06,17.71,1,60.85,54.14,50.23
"STL",10.8266666666667,0.457878787878788,55.7366666666667,51.0212121212121,49.7509090909091,2.53742569677748,0.239188178739011,9.1257358150818,0.87232003006264,0.438287602753344,6.42,0.12,39.44,48.79,48.48,17.16,0.88,76.47,52.31,50.39
"T.B",10.8364285714286,0.440714285714286,49.485,50.6814285714286,49.6817857142857,4.59909750751143,0.307341390246628,14.5681086242823,0.819117475795407,0.442752782549163,0,0,0,49.02,47.96,18.41,0.93,87.5,52.53,50.21
"TOR",11.4084848484848,0.465454545454545,49.850303030303,46.7651515151515,49.99,5.55126231208504,0.37192985653456,7.29107780306197,1.16388928063444,0.301496268633626,5.24,0.03,31.25,44.61,48.77,35.77,2.06,69.23,49.6,50.55
"VAN",11.1924324324324,0.438648648648649,49.8248648648649,50.6864864864865,49.2364864864865,4.59648440864525,0.309508231466217,15.0862642864335,2.14456317258345,0.749596988818422,4.95,0.09,24.19,45.23,47.42,27.18,1.36,100,54.49,51.29
"WSH",10.1340625,0.4059375,49.9421875,50.91625,49.8459375,5.42217303145745,0.289514157824182,10.4062945387984,0.926059114674096,0.565336664612192,0,0,0,49.3,49.13,23.29,0.99,64.29,52.75,52.65
