ELORating,ELORating_Q4,ELORating.Playoffs
69.36439111990785,41.67961894462246,69.36439111990785
-1.6596303631931733,-41.955687591706464,-1.6596303631931733
23.992586908289695,45.707553660886106,23.992586908289695
54.13374418296348,24.87939352177773,54.13374418296348
88.19805198397421,62.50502945961125,88.19805198397421
15.914067834206435,18.226389533132533,15.914067834206435
1.1138580101912794,-14.056084481124572,1.1138580101912794
-20.342552131787897,-24.234392661754327,-20.342552131787897
-6.721411162822278,-8.045966609732886,-6.721411162822278
-16.632386572531914,-47.90559530698738,-16.632386572531914
42.60585668960448,49.095776821618756,42.60585668960448
25.89208261552517,37.856835456886756,25.89208261552517
-49.635356644591866,-45.05463835622072,-49.635356644591866
36.01157946528451,38.6772652318391,36.01157946528451
6.461469610929953,-12.783059829971762,6.461469610929953
53.531180446784674,32.44763811557414,53.531180446784674
34.090199932094265,8.364360821485661,34.090199932094265
-20.503597787516355,-21.828843127471146,-20.503597787516355
40.678298600383414,33.10629321272859,40.678298600383414
44.99445765510791,39.00961972640539,44.99445765510791
-13.407428402110781,-27.70458809023671,-13.407428402110781
17.84047094315156,14.093947056872139,17.84047094315156
-3.874373074265577,-20.71382475304904,-3.874373074265577
28.999195619223883,0.3202755590050401,28.999195619223883
-54.19420835521623,-57.78725965980402,-54.19420835521623
11.779938446461301,4.861878412054693,11.779938446461301
-2.9861751032417487,-13.102448505778057,-2.9861751032417487
-32.39618342970357,-28.663209143767972,-32.39618342970357
18.81471499671602,12.450833497508711,18.81471499671602
-29.0654078587645,-32.42599918700057,-29.0654078587645
53.484822992526006,42.69816598505963,53.484822992526006
43.03066430316835,46.41947213397066,43.03066430316835
30.719780959513855,51.15397933790814,30.719780959513855
-16.458417453648735,-28.254608293585534,-16.458417453648735
55.03119981754253,18.84262747541834,55.03119981754253
34.544503935102966,20.61544382809143,34.544503935102966
14.78247645683632,7.895282333754267,14.78247645683632
18.095207439555452,22.23676582577059,18.095207439555452
43.29066028808711,46.98587332475404,32.55042180122132
13.972212717489128,-2.042229240545339,18.025447208507785
52.27243154930375,4.756822736276945,45.172222562555135
17.892692498442784,27.687749924845548,7.550413034623261
31.250611000943763,38.62532262373725,35.90493856225726
36.01063185971043,5.545370358380524,38.81053391382284
27.686902507347668,-15.772738136427506,12.767221905919996
70.9257223753475,21.344847809818475,70.9257223753475
36.92537103305608,4.592332328531029,36.92537103305608
-9.52131618248336,-49.43499622369518,-9.52131618248336
19.055532883913884,36.11003296182594,19.055532883913884
32.788309331768005,-8.484212012876469,32.788309331768005
35.25045525290284,17.463007210588785,35.25045525290284
3.851391990905313,0.2847317068242319,3.851391990905313
32.1258227205451,17.184223202875955,32.1258227205451
19.805204298145327,-31.68392976968289,32.11384493624064
-3.541285854193802,-31.16658204528676,-9.700090467214068
39.62384390961074,9.265069534269287,46.568693639065714
-5.139313252687316,23.095941599334765,9.352033226949288
1.4332327113656902,-1.2267469350267675,0.9715554005449576
3.5480835608507277,2.171770370430295,3.370169308479035
2.310435319726821,-35.914340930499066,1.4879334479269346
95.7162527350788,34.76600940277012,95.7162527350788
34.509039907882425,24.375689125424287,34.509039907882425
25.497668803070383,-12.274339416400608,25.497668803070383
-1.0788418105996698,3.2140451611880962,-1.0788418105996698
60.885611147121836,29.082367020024094,60.885611147121836
33.121966079198955,1.8887181229106318,33.121966079198955
26.129297049984643,4.898624497218179,26.129297049984643
-15.274541828627662,-29.719309063095125,-15.274541828627662
15.266836780304857,-1.986521057131995,9.651556457014067
7.729646330957621,26.811199778701393,0.9318291838114874
2.3215627382962793,-37.24703922620415,3.8611123101363773
0.8371741970515814,1.5212156649913595,0.5317073624685236
-0.4368830141524995,-12.585638813621244,3.0141525040642136
-6.8623346649790165,-11.311347875327328,-5.285284322565303
63.50988722114107,24.308301666154193,61.65649709909417
31.245327247792602,20.474029497982883,31.245327247792602
-6.669626002611267,-39.0482341849322,-6.669626002611267
28.280463479437003,9.391829129783218,28.280463479437003
-4.647168327117242,-17.376744567829974,-4.647168327117242
47.92369166172216,18.3248581122034,47.92369166172216
58.879355224186156,46.19204074864979,58.879355224186156
-6.327477027145733,-14.947651926200933,-6.327477027145733
10.91085267712242,11.505605080839132,10.91085267712242
22.53052749700896,18.128321777015117,29.412844586134042
-16.951886299283615,-31.54767071969809,-13.513503707019026
51.68508438335425,22.25892306728997,38.02421284683669
48.099712808222876,47.47689239180045,30.46933931040985
17.26947515114921,3.06728773113673,10.521552634148293
13.354366811706768,-11.938196768026728,13.422390584581535
39.91285204250403,16.655461989020523,32.45654738723215
31.604308995710426,-14.414497641514117,31.604308995710426
37.57557692724549,18.711633504911333,37.57557692724549
-54.281406185012656,-42.503431391158074,-54.281406185012656
26.440129791923027,28.184996411795964,26.440129791923027
27.393814858611904,-3.041441239264259,27.393814858611904
59.07187813124415,41.85818561786368,59.07187813124415
4.8435811637612005,-6.106982575901611,4.8435811637612005
42.376921087127585,52.32477337935825,42.376921087127585
43.736978277318485,9.95998866645482,34.959922948881285
-1.7517614478576888,-7.81080994636477,10.052540933962746
37.25040329254648,9.879201565733638,30.517237581351083
-22.857105642184706,-8.942642191954064,-25.529388786490017
1.1314362233404154,-27.865761008648178,-15.532552751337562
6.467108885164635,1.0778982452054606,-8.352107620519746
16.36982739477139,8.898128240620508,-13.383410214065862
58.82582596485713,31.18779045465817,58.82582596485713
14.553432554477922,0.5471919187343701,14.553432554477922
5.523578498251709,7.347173090725619,5.523578498251709
-10.296902698514259,-18.691465292856265,-10.296902698514259
77.12025629903724,36.67480404600451,77.12025629903724
-4.68025767625295,-27.261543351602768,-4.68025767625295
7.092166886524865,2.734617371267177,7.092166886524865
-7.428633688074569,5.7211429318770115,-7.428633688074569
55.07317659399018,44.673165220870715,42.208678515560905
-8.334240417159435,-31.85799276040848,-10.691603483698145
51.502472323941674,8.162627228480915,55.241865644032714
28.439251872856858,18.093075167681945,16.996692070074914
51.51344635851751,59.15980497945134,48.09283307167743
43.83753791161871,15.355263884198166,39.818591162634675
57.91814255458121,39.16547118605081,33.29617135403214
82.18066328857935,44.21749040174677,82.18066328857935
3.316259976620813,-12.639134224684767,3.316259976620813
5.834545486535944,-23.14129198978185,5.834545486535944
6.6437931935086,3.1131666562650935,6.6437931935086
30.90121753921312,2.6396590151125565,30.90121753921312
-8.126666296607027,-12.500017592248014,-8.126666296607027
50.97338164147254,5.1647715670465,50.97338164147254
10.304530399872647,-5.325700572358528,10.304530399872647
71.34794189218019,39.282924440067745,59.04508236538118
-10.903942407939667,-35.7504568817742,-4.1497071865630915
16.908299099031638,-16.935964132116396,17.8301055966258
30.806097107975802,-13.047733144660015,27.89604731810573
-22.99086225290216,-9.66664365924089,1.766140806108524
-0.4204076568178152,-28.87830388182806,2.433585922437942
-4.643950135971409,3.4152772611985256,-1.77413671283216
1.3850703757211704,-32.427527534356614,1.3850703757211704
42.2060591889242,47.812595715327916,42.2060591889242
92.307972085443,70.72658123526185,92.307972085443
12.864089629928685,16.77174577020014,12.864089629928685
-2.29856112636935,-22.784540131927088,-2.29856112636935
-6.2148261584382,-24.61162286670151,-6.2148261584382
0.3406019729629861,-15.195625608056389,0.3406019729629861
-12.127669586677484,-5.901469207141872,-12.127669586677484
-13.807562719314774,-12.267612394040043,-5.075101777882537
45.47193501656716,28.312928224508823,50.7634244782962
-27.346588139421783,-38.14168256860603,-28.113792225968382
1.3517098828638154,-5.6938656763406925,14.409051324996426
26.756285122324698,15.028248304224462,26.049982259097533
11.728721474543818,12.55247114430631,14.679393481074385
36.660722174230614,33.306546959622665,13.280059754415788
9.063335409908632,7.534705348015223,9.063335409908632
22.658553848905967,19.31664460962247,22.658553848905967
30.32501592751305,-18.953279551613605,30.32501592751305
47.17452156059926,50.310662640400324,47.17452156059926
59.68530283981477,17.625682165727085,59.68530283981477
21.344973416743642,33.80722789267156,21.344973416743642
41.82233995842421,28.6404141682915,41.82233995842421
9.27158563846956,-6.28321202276652,9.27158563846956
2.740261159709462,-1.7992543433156243,5.059550444777187
-10.370227165083634,-47.439359925776216,-15.81304407547691
-7.116089649530522,-20.632659927530995,-4.16536396938659
15.320593233842828,6.3412193304627635,30.11451834759373
46.98708054014287,49.044792393546004,38.60998244504253
23.993939655417307,19.978433208081697,11.913175527319254
46.12961774295195,42.71228955468882,37.425656391325674
-6.11388560242608,27.65041488902375,-6.11388560242608
-28.499148345241565,-26.51804284125228,-28.499148345241565
66.32453502151611,13.126059345519252,66.32453502151611
5.2177271434984505,6.1867023796166905,5.2177271434984505
10.839144671381291,-6.43995107033129,10.839144671381291
-10.7922953778791,-50.13106035258147,-10.7922953778791
26.391888651954787,17.270606126175153,26.391888651954787
36.76756796617224,45.49349133341207,36.76756796617224
-19.569308889978856,11.332319501825168,-16.541899626866552
40.777936989236196,10.124959621022299,31.021194268111458
18.35803878620959,21.222405908667042,11.039675141255657
0.1743409274267833,-1.8197658858259729,12.919221276757526
38.16001169994911,11.326048530363778,35.32817222388621
26.380413326062126,22.74709477528313,16.750895180676707
24.999252026495924,-0.5688488538464753,2.57869516842311
22.663496337064544,-16.546548627106404,22.663496337064544
13.556271573501363,-7.259763316875706,13.556271573501363
15.437328663215112,-0.7230679194024106,15.437328663215112
14.525081021610504,12.532560665144729,14.525081021610504
66.28255198902184,49.68823923496552,66.28255198902184
40.90487363380771,30.422191703423778,40.90487363380771
4.516343561338999,-18.162643924255008,4.516343561338999
28.30293541068636,34.12558094248993,28.30293541068636
-13.176279303054116,-9.390847079373088,-1.4077551426123591
1.680330757806587,4.975882328830494,3.091131856548145
4.061943889102622,-1.2333385091972104,-4.400367093423938
13.954691762210814,-7.856454409634807,11.981503716325733
-1.817642040982264,-24.82838320356427,7.092478947066638
42.604294745465495,49.26885001350615,28.188803450584373
-10.725764349512929,-29.606519968160228,13.06251751546074
80.837491127713065,50.431741214119484,80.837491127713065
51.05928187143331,51.91137484060255,51.05928187143331
11.938538854527678,-5.258579647166016,11.938538854527678
-4.602634135814242,5.876485161564233,-4.602634135814242
59.50487950335673,0.012034209719331557,59.50487950335673
21.207491755645606,-6.156211197171615,21.207491755645606
-1.2731933150810164,-6.174443091118519,-1.2731933150810164
-31.148585643125898,-39.469321914287775,-31.148585643125898
27.739369030885882,25.43610933953937,0.4039328901346835
-8.767890222042297,-23.3851920091995,6.401039533752282
23.93574338864073,18.849620826413002,20.39803389933195
30.354693506515105,-34.15202752075629,11.351503652941119
17.763508962805645,8.807872732278838,0.12321084848917963
-21.603168766137514,-45.685393451049094,-25.284920042691283
