Year,Up.To.Round,Team,CF.Playoff.PK,CA.Playoff.PK,FenFor.Playoff.PK,FenAga.Playoff.PK,SCF.Playoff.PK,SCA.Playoff.PK,HDSV.Playoff.PK,HDCF.Playoff.PK,HDCA.Playoff.PK,SavePercentage.Playoff.PK,PDO.Playoff.PK,xGF.Playoff.PK,xGA.Playoff.PK
2015,semi-finals,St Louis Blues,15.03,99.17,12.02,60.1,9.02,33.06,100,6.01,6.01,71.43,1.048,0.9,4.93
2015,semi-finals,Chicago Blackhawks,16.78,92.28,13.18,76.7,8.39,53.93,57.14,3.6,19.17,79.55,1.045,1.1,8.46
2015,semi-finals,Nashville Predators,8.39,81.77,8.39,48.22,0,31.45,50,0,14.68,82.35,0.824,0.29,4.11
2015,semi-finals,Winnipeg Jets,13.28,102.95,9.96,89.67,6.64,63.1,66.67,3.32,23.25,83.33,0.833,0.68,8.33
2015,semi-finals,Anaheim Ducks,15.14,82.66,12.81,57.05,3.49,37.26,100,2.33,9.31,88.57,0.886,0.52,4.83
2015,semi-finals,Calgary Flames,11.21,117.72,11.21,84.09,3.36,52.69,56.25,1.12,21.3,84.21,0.967,0.64,6.62
2015,semi-finals,Vancouver Canucks,18.24,70.68,15.96,61.56,6.84,43.32,66.67,2.28,15.96,73.68,0.737,0.9,5
2015,finals,Montreal Canadiens,20.17,80.68,16.33,59.55,9.61,35.54,57.14,7.68,19.21,76.47,0.89,1.58,5.21
2015,finals,Ottawa Senators,19.64,121.09,16.36,88.36,13.09,45.82,100,3.27,21.27,97.5,0.975,0.97,6.66
2015,finals,Detroit Red Wings,4.88,100.14,4.88,80.6,4.88,42.74,85.71,2.44,19.54,95.92,1.293,0.47,6.04
2015,finals,Tampa Bay Lightning,14.78,95.8,11.72,69.3,7.64,45.35,78.26,4.59,16.82,86.46,1.001,1.41,6.18
2015,finals,Pittsburgh Penguins,12.42,93.14,10.87,72.96,7.76,48.12,83.33,0,26.39,90.91,0.909,0.52,7.48
2015,finals,New York Rangers,18.75,79.86,12.5,59.03,10.42,46.53,65,2.78,18.75,84.38,0.844,0.74,6
2015,finals,Washington Capitals,8,103.06,8,76.04,2,55.03,84.62,0,17.01,94.83,0.948,0.2,6.84
2015,finals,New York Islanders,12.81,120.43,10.25,81.99,7.69,66.62,100,2.56,28.19,92,0.92,0.63,8.6
2015,finals,Minnesota Wild,10.01,100.06,10.01,84.05,6,46.03,66.67,0,18.01,84.62,1.179,0.63,6.9
2015,finals,St Louis Blues,15.03,99.17,12.02,60.1,9.02,33.06,100,6.01,6.01,71.43,1.048,0.9,4.93
2015,finals,Chicago Blackhawks,14.45,95.52,12.04,79.46,8.03,48.16,60.87,4.01,20.07,83.33,1.133,0.95,8.3
2015,finals,Nashville Predators,8.39,81.77,8.39,48.22,0,31.45,50,0,14.68,82.35,0.824,0.29,4.11
2015,finals,Winnipeg Jets,13.28,102.95,9.96,89.67,6.64,63.1,66.67,3.32,23.25,83.33,0.833,0.68,8.33
2015,finals,Anaheim Ducks,12.58,85.38,11.25,58.25,4.63,39.05,85.71,2.65,11.91,85.71,0.857,0.61,5.17
2015,finals,Calgary Flames,11.21,117.72,11.21,84.09,3.36,52.69,56.25,1.12,21.3,84.21,0.967,0.64,6.62
2015,finals,Vancouver Canucks,18.24,70.68,15.96,61.56,6.84,43.32,66.67,2.28,15.96,73.68,0.737,0.9,5
2016,quarter-finals,New York Islanders,16.6,90.12,14.23,66.4,9.49,52.17,71.43,4.74,21.34,90,0.9,1.12,5.21
2016,quarter-finals,Florida Panthers,8.94,91.21,7.15,73.32,7.15,53.65,66.67,1.79,19.67,82.14,0.821,0.49,5.4
2016,quarter-finals,Detroit Red Wings,6.77,86.36,6.77,57.57,5.08,30.48,80,1.69,10.16,83.33,0.833,0.49,4.55
2016,quarter-finals,Tampa Bay Lightning,10.29,107.31,8.82,64.68,5.88,49.98,100,5.88,16.17,96.3,0.963,1.12,5.58
2016,quarter-finals,Philadelphia Flyers,4.61,147.44,4.61,107.51,1.54,75.26,63.64,0,27.65,81.4,0.814,0.14,9.29
2016,quarter-finals,Washington Capitals,12.92,92.06,11.31,67.83,6.46,46.84,100,1.62,19.38,96.67,0.967,0.55,6.83
2016,quarter-finals,New York Rangers,12.93,99.16,12.93,77.6,6.47,58.2,66.67,4.31,28.02,63.64,0.836,0.78,8.18
2016,quarter-finals,Pittsburgh Penguins,15.01,103.18,13.13,78.79,7.5,43.15,66.67,5.63,18.76,92.86,1.179,0.86,6.03
2016,quarter-finals,Minnesota Wild,13.98,103.11,10.49,68.16,5.24,61.17,77.78,1.75,19.22,87.88,0.879,0.64,6.83
2016,quarter-finals,Dallas Stars,5.09,84.02,2.55,56.01,2.55,38.19,71.43,0,25.46,75,0.75,0.11,6.54
2016,quarter-finals,Chicago Blackhawks,19.96,115.74,11.97,79.82,7.98,55.88,83.33,0,17.96,80,0.967,0.57,6.87
2016,quarter-finals,St Louis Blues,5.76,103.62,5.76,76.76,3.84,51.81,69.23,0,24.95,80,0.8,0.46,8.46
2016,quarter-finals,Nashville Predators,15.67,90.52,15.67,64.41,5.22,47,80,3.48,24.37,88,0.88,0.9,7.16
2016,quarter-finals,Anaheim Ducks,4.44,94.62,4.44,63.57,1.48,47.31,100,1.48,11.83,97.14,0.971,0.33,5.07
2016,quarter-finals,San Jose Sharks,0,154.21,0,111.67,0,85.08,84.62,0,53.18,88,NA,0,11.59
2016,quarter-finals,Los Angeles Kings,9.54,141.18,9.54,91.57,9.54,72.5,62.5,3.82,32.43,82.76,1.078,0.94,8.72
2016,semi-finals,New York Islanders,14.75,85.34,12.64,62.16,8.43,47.41,78.57,3.16,17.91,87.5,0.875,0.76,4.66
2016,semi-finals,Florida Panthers,8.94,91.21,7.15,73.32,7.15,53.65,66.67,1.79,19.67,82.14,0.821,0.49,5.4
2016,semi-finals,Detroit Red Wings,6.77,86.36,6.77,57.57,5.08,30.48,80,1.69,10.16,83.33,0.833,0.49,4.55
2016,semi-finals,Tampa Bay Lightning,12.47,100.6,10.81,69.84,4.99,49.05,82.35,3.33,19.95,90.57,0.906,0.83,5.82
2016,semi-finals,Philadelphia Flyers,4.61,147.44,4.61,107.51,1.54,75.26,63.64,0,27.65,81.4,0.814,0.14,9.29
2016,semi-finals,Washington Capitals,11.82,107.3,10.91,79.11,5.46,60.02,86.96,1.82,24.55,93.44,0.934,0.45,7.84
2016,semi-finals,New York Rangers,12.93,99.16,12.93,77.6,6.47,58.2,66.67,4.31,28.02,63.64,0.836,0.78,8.18
2016,semi-finals,Pittsburgh Penguins,13.31,102.07,11.54,77.22,5.33,53.25,73.33,3.55,17.75,87.5,1,0.69,6.71
2016,semi-finals,Minnesota Wild,13.98,103.11,10.49,68.16,5.24,61.17,77.78,1.75,19.22,87.88,0.879,0.64,6.83
2016,semi-finals,Dallas Stars,13.36,87.94,8.91,66.79,5.57,50.09,66.67,3.34,26.72,77.27,0.773,0.59,7.39
2016,semi-finals,Chicago Blackhawks,19.96,115.74,11.97,79.82,7.98,55.88,83.33,0,17.96,80,0.967,0.57,6.87
2016,semi-finals,St Louis Blues,5.67,96.43,5.67,69.96,1.89,43.49,77.27,0,23.63,84.91,0.849,0.23,7.35
2016,semi-finals,Nashville Predators,12.54,112.89,11.71,81.11,4.18,53.52,65.22,1.67,26.76,81.54,0.815,0.57,8.14
2016,semi-finals,Anaheim Ducks,5.21,92.44,3.91,62.5,1.3,44.27,100,1.3,13.02,97.37,0.974,0.29,4.94
2016,semi-finals,San Jose Sharks,7.24,128.31,6.21,96.23,1.03,67.26,87.5,0,25.87,90.32,0.903,0.12,7.95
2016,semi-finals,Los Angeles Kings,9.54,141.18,9.54,91.57,9.54,72.5,62.5,3.82,32.43,82.76,1.078,0.94,8.72
2016,finals,New York Islanders,14.75,85.34,12.64,62.16,8.43,47.41,78.57,3.16,17.91,87.5,0.875,0.76,4.66
2016,finals,Florida Panthers,8.94,91.21,7.15,73.32,7.15,53.65,66.67,1.79,19.67,82.14,0.821,0.49,5.4
2016,finals,Detroit Red Wings,6.77,86.36,6.77,57.57,5.08,30.48,80,1.69,10.16,83.33,0.833,0.49,4.55
2016,finals,Tampa Bay Lightning,11.11,106.88,9.52,78.31,5.29,52.38,80,3.7,19.05,90.91,0.909,0.83,6.42
2016,finals,Philadelphia Flyers,4.61,147.44,4.61,107.51,1.54,75.26,63.64,0,27.65,81.4,0.814,0.14,9.29
2016,finals,Washington Capitals,11.82,107.3,10.91,79.11,5.46,60.02,86.96,1.82,24.55,93.44,0.934,0.45,7.84
2016,finals,New York Rangers,12.93,99.16,12.93,77.6,6.47,58.2,66.67,4.31,28.02,63.64,0.836,0.78,8.18
2016,finals,Pittsburgh Penguins,12.27,100.21,10.91,74.99,5.45,50.44,73.91,2.73,19.09,88,0.971,0.65,6.75
2016,finals,Minnesota Wild,13.98,103.11,10.49,68.16,5.24,61.17,77.78,1.75,19.22,87.88,0.879,0.64,6.83
2016,finals,Dallas Stars,13.36,87.94,8.91,66.79,5.57,50.09,66.67,3.34,26.72,77.27,0.773,0.59,7.39
2016,finals,Chicago Blackhawks,19.96,115.74,11.97,79.82,7.98,55.88,83.33,0,17.96,80,0.967,0.57,6.87
2016,finals,St Louis Blues,9.22,95.22,8.6,69.42,4.91,46.08,75.86,1.84,20.89,84.21,0.933,0.42,6.89
2016,finals,Nashville Predators,12.54,112.89,11.71,81.11,4.18,53.52,65.22,1.67,26.76,81.54,0.815,0.57,8.14
2016,finals,Anaheim Ducks,5.21,92.44,3.91,62.5,1.3,44.27,100,1.3,13.02,97.37,0.974,0.29,4.94
2016,finals,San Jose Sharks,7.22,113.4,6.5,85.96,2.89,58.51,78.26,0.72,23.84,88.1,0.881,0.42,7.31
2016,finals,Los Angeles Kings,9.54,141.18,9.54,91.57,9.54,72.5,62.5,3.82,32.43,82.76,1.078,0.94,8.72
2017,quarter-finals,Montreal Canadiens,28.09,84.26,28.09,61.28,5.11,40.85,100,0,10.21,94.44,0.944,0.74,4.23
2017,quarter-finals,New York Rangers,13.17,88.93,8.23,67.52,0,37.88,100,0,16.47,90.63,1.106,0.15,5.35
2017,quarter-finals,Boston Bruins,9.63,88.31,8.03,56.2,8.03,38.54,80,3.21,12.85,80.77,1.058,0.45,4.2
2017,quarter-finals,Ottawa Senators,10.2,107.08,7.65,71.39,0,45.89,100,0,10.2,80,0.8,0.13,4.63
2017,quarter-finals,Toronto Maple Leafs,12.12,104.24,12.12,84.85,4.85,48.48,33.33,2.42,9.7,77.27,0.773,0.45,5.96
2017,quarter-finals,Washington Capitals,3.77,96.03,3.77,71.55,0,45.19,85.71,0,20.71,88.89,0.889,0.06,6.49
2017,quarter-finals,Columbus Blue Jackets,17.83,132.48,10.19,101.91,5.1,94.27,80,0,30.57,81.48,0.815,0.32,13.81
2017,quarter-finals,Pittsburgh Penguins,23.43,105.45,17.58,90.81,14.65,58.58,88.89,14.65,26.36,92.59,1.093,1.22,8.36
2017,quarter-finals,Nashville Predators,7.94,95.26,3.97,67.48,0,43.66,100,0,3.97,81.82,0.818,0.11,4.81
2017,quarter-finals,Chicago Blackhawks,4.12,82.47,0,45.36,0,41.24,100,0,4.12,87.5,NA,0,3.91
2017,quarter-finals,St Louis Blues,14.1,65.23,12.34,49.36,5.29,31.73,60,1.76,12.34,86.36,0.864,0.52,4.73
2017,quarter-finals,Minnesota Wild,14.14,108.38,11.78,89.53,0,51.83,80,0,21.2,96.3,0.963,0.41,6.57
2017,quarter-finals,Calgary Flames,8.23,107.01,8.23,76.83,8.23,52.13,100,5.49,27.44,84.21,1.175,1.13,6.44
2017,quarter-finals,Anaheim Ducks,7.96,119.38,5.31,103.46,2.65,71.63,53.85,0,39.79,77.78,0.778,0.25,11.94
2017,quarter-finals,San Jose Sharks,8.9,120.15,6.67,68.97,6.67,62.3,50,4.45,15.57,91.67,0.917,0.57,5.98
2017,quarter-finals,Edmonton Oilers,23.28,107.33,16.81,72.41,12.93,58.19,75,2.59,24.57,85.71,1.079,1.58,7.48
2017,semi-finals,Montreal Canadiens,28.09,84.26,28.09,61.28,5.11,40.85,100,0,10.21,94.44,0.944,0.74,4.23
2017,semi-finals,New York Rangers,19.13,84.74,16.4,60.14,5.47,38.27,100,0.91,16.4,92.16,1.136,1.25,5.26
2017,semi-finals,Boston Bruins,9.63,88.31,8.03,56.2,8.03,38.54,80,3.21,12.85,80.77,1.058,0.45,4.2
2017,semi-finals,Ottawa Senators,14.12,112.97,12.1,83.72,6.05,49.43,93.33,5.04,25.22,90.57,0.906,0.8,6.45
2017,semi-finals,Toronto Maple Leafs,12.12,104.24,12.12,84.85,4.85,48.48,33.33,2.42,9.7,77.27,0.773,0.45,5.96
2017,semi-finals,Washington Capitals,8.61,88.73,6.89,66.33,3.45,46.52,87.5,0.86,20.67,89.09,0.891,0.3,5.97
2017,semi-finals,Columbus Blue Jackets,17.83,132.48,10.19,101.91,5.1,94.27,80,0,30.57,81.48,0.815,0.32,13.81
2017,semi-finals,Pittsburgh Penguins,12.87,104.95,9.9,79.21,6.93,54.46,85,6.93,23.76,89.06,1.113,0.74,7.59
2017,semi-finals,Nashville Predators,5.54,90.03,4.16,65.1,2.77,42.94,100,1.39,12.47,89.66,0.897,0.45,5.81
2017,semi-finals,Chicago Blackhawks,4.12,82.47,0,45.36,0,41.24,100,0,4.12,87.5,NA,0,3.91
2017,semi-finals,St Louis Blues,8.68,89.71,7.72,68.49,2.89,40.51,61.54,0.96,18.33,86.54,0.865,0.29,6.87
2017,semi-finals,Minnesota Wild,14.14,108.38,11.78,89.53,0,51.83,80,0,21.2,96.3,0.963,0.41,6.57
2017,semi-finals,Calgary Flames,8.23,107.01,8.23,76.83,8.23,52.13,100,5.49,27.44,84.21,1.175,1.13,6.44
2017,semi-finals,Anaheim Ducks,8.4,121.27,7.46,94.22,1.87,78.36,65.63,0.93,38.25,81.69,0.817,0.28,11.52
2017,semi-finals,San Jose Sharks,8.9,120.15,6.67,68.97,6.67,62.3,50,4.45,15.57,91.67,0.917,0.57,5.98
2017,semi-finals,Edmonton Oilers,15.94,113.69,11.79,81.11,8.32,62.39,88.46,2.08,26.34,90.67,1.088,0.97,8.17
2017,finals,Montreal Canadiens,28.09,84.26,28.09,61.28,5.11,40.85,100,0,10.21,94.44,0.944,0.74,4.23
2017,finals,New York Rangers,19.13,84.74,16.4,60.14,5.47,38.27,100,0.91,16.4,92.16,1.136,1.25,5.26
2017,finals,Boston Bruins,9.63,88.31,8.03,56.2,8.03,38.54,80,3.21,12.85,80.77,1.058,0.45,4.2
2017,finals,Ottawa Senators,14.53,110.33,12.55,83.91,4.62,51.53,80,3.3,26.43,86.9,0.869,0.66,7.06
2017,finals,Toronto Maple Leafs,12.12,104.24,12.12,84.85,4.85,48.48,33.33,2.42,9.7,77.27,0.773,0.45,5.96
2017,finals,Washington Capitals,8.61,88.73,6.89,66.33,3.45,46.52,87.5,0.86,20.67,89.09,0.891,0.3,5.97
2017,finals,Columbus Blue Jackets,17.83,132.48,10.19,101.91,5.1,94.27,80,0,30.57,81.48,0.815,0.32,13.81
2017,finals,Pittsburgh Penguins,13.73,99.88,11.86,73.66,8.12,46.82,88.89,6.24,21.22,91.21,1.037,0.82,6.8
2017,finals,Nashville Predators,6.52,97.8,4.89,73.35,3.26,48.09,100,2.45,13.04,90.57,0.906,0.38,6.03
2017,finals,Chicago Blackhawks,4.12,82.47,0,45.36,0,41.24,100,0,4.12,87.5,NA,0,3.91
2017,finals,St Louis Blues,8.68,89.71,7.72,68.49,2.89,40.51,61.54,0.96,18.33,86.54,0.865,0.29,6.87
2017,finals,Minnesota Wild,14.14,108.38,11.78,89.53,0,51.83,80,0,21.2,96.3,0.963,0.41,6.57
2017,finals,Calgary Flames,8.23,107.01,8.23,76.83,8.23,52.13,100,5.49,27.44,84.21,1.175,1.13,6.44
2017,finals,Anaheim Ducks,8.11,108.3,6.95,83.4,2.9,63.71,67.57,1.16,28.96,84.69,0.847,0.32,9.41
2017,finals,San Jose Sharks,8.9,120.15,6.67,68.97,6.67,62.3,50,4.45,15.57,91.67,0.917,0.57,5.98
2017,finals,Edmonton Oilers,15.94,113.69,11.79,81.11,8.32,62.39,88.46,2.08,26.34,90.67,1.088,0.97,8.17
2018,quarter-finals,New Jersey Devils,13.08,114.02,13.08,97.2,7.48,54.21,66.67,3.74,18.69,86.49,1.008,1.19,8.06
2018,quarter-finals,Tampa Bay Lightning,7.6,112.08,7.6,87.39,3.8,36.09,75,3.8,9.5,91.43,0.914,0.46,5.93
2018,quarter-finals,Toronto Maple Leafs,13.06,96.33,11.43,76.73,4.9,57.14,25,3.27,19.59,79.41,0.994,0.54,7.37
2018,quarter-finals,Boston Bruins,16.96,113.86,14.54,84.79,4.85,55.72,33.33,0,19.38,82.61,0.826,0.45,7.6
2018,quarter-finals,Columbus Blue Jackets,14.42,126.87,14.42,92.27,8.65,56.23,83.33,2.88,17.3,82.69,1.027,0.98,8.7
2018,quarter-finals,Washington Capitals,14.95,85.22,11.96,61.3,4.49,46.35,85.71,2.99,14.95,86.21,1.005,0.77,5.07
2018,quarter-finals,Philadelphia Flyers,17.8,75.31,15.06,53.4,4.11,41.08,60,4.11,10.95,78.26,0.874,0.97,5.1
2018,quarter-finals,Pittsburgh Penguins,9.48,79.02,7.9,52.15,3.16,44.25,100,0,22.12,90.91,0.909,0.24,4.38
2018,quarter-finals,Colorado Avalanche,13.4,101.49,11.49,68.94,3.83,44.04,75,0,15.32,88.46,0.885,0.42,5.4
2018,quarter-finals,Nashville Predators,28.19,70.48,24.67,58.15,10.57,38.77,80,5.29,12.33,92.31,0.923,1.17,4.91
2018,quarter-finals,Minnesota Wild,17.48,122.33,14.56,75.73,8.74,43.69,0,8.74,14.56,82.35,0.824,1.26,4.74
2018,quarter-finals,Winnipeg Jets,5.67,124.72,2.83,82.2,2.83,59.53,40,0,22.68,85,NA,0.21,7.38
2018,quarter-finals,Los Angeles Kings,5.45,111.65,5.45,84.42,0,40.85,75,0,16.34,94.74,0.947,0,6.53
2018,quarter-finals,Vegas Golden Knights,17.72,88.61,15.19,63.29,7.59,27.85,100,0,10.13,95.24,0.952,0.51,3.95
2018,quarter-finals,San Jose Sharks,11.6,107.33,11.6,75.42,5.8,55.12,100,2.9,23.21,90.48,0.905,0.54,7.37
2018,quarter-finals,Anaheim Ducks,30.93,135.34,30.93,110.2,9.67,79.27,64.71,5.8,48.34,83.33,0.833,1.83,12.29
2018,semi-finals,New Jersey Devils,13.08,114.02,13.08,97.2,7.48,54.21,66.67,3.74,18.69,86.49,1.008,1.19,8.06
2018,semi-finals,Tampa Bay Lightning,6.47,126.82,6.47,95.76,2.59,56.94,76.92,2.59,19.41,86.67,0.867,0.32,7.71
2018,semi-finals,Toronto Maple Leafs,13.06,96.33,11.43,76.73,4.9,57.14,25,3.27,19.59,79.41,0.994,0.54,7.37
2018,semi-finals,Boston Bruins,17.96,101.44,15.85,76.08,5.28,50.72,61.54,2.11,16.91,81.63,0.916,0.68,6.96
2018,semi-finals,Columbus Blue Jackets,14.42,126.87,14.42,92.27,8.65,56.23,83.33,2.88,17.3,82.69,1.027,0.98,8.7
2018,semi-finals,Washington Capitals,20.47,98.81,16.91,73,7.12,49.85,76.19,5.34,24.04,84.75,0.91,1.07,7.4
2018,semi-finals,Philadelphia Flyers,17.8,75.31,15.06,53.4,4.11,41.08,60,4.11,10.95,78.26,0.874,0.97,5.1
2018,semi-finals,Pittsburgh Penguins,9.76,86.88,8.79,57.59,2.93,50.76,93.33,0,20.5,84.62,0.846,0.23,4.72
2018,semi-finals,Colorado Avalanche,13.4,101.49,11.49,68.94,3.83,44.04,75,0,15.32,88.46,0.885,0.42,5.4
2018,semi-finals,Nashville Predators,27.73,71.71,25.82,58.33,10.52,42.07,72.73,5.74,13.39,87.76,0.921,1.21,5.48
2018,semi-finals,Minnesota Wild,17.48,122.33,14.56,75.73,8.74,43.69,0,8.74,14.56,82.35,0.824,1.26,4.74
2018,semi-finals,Winnipeg Jets,7.28,111.59,4.85,80.05,2.43,57.01,66.67,1.21,14.56,83.67,0.837,0.18,6.53
2018,semi-finals,Los Angeles Kings,5.45,111.65,5.45,84.42,0,40.85,75,0,16.34,94.74,0.947,0,6.53
2018,semi-finals,Vegas Golden Knights,16.34,126.2,13.62,85.35,7.26,53.57,90.91,1.82,27.24,91.67,0.917,0.87,8.25
2018,semi-finals,San Jose Sharks,15.25,107.68,14.36,79.86,5.38,51.15,82.35,1.79,25.12,87.3,0.873,0.63,6.94
2018,semi-finals,Anaheim Ducks,30.93,135.34,30.93,110.2,9.67,79.27,64.71,5.8,48.34,83.33,0.833,1.83,12.29
2018,finals,New Jersey Devils,13.08,114.02,13.08,97.2,7.48,54.21,66.67,3.74,18.69,86.49,1.008,1.19,8.06
2018,finals,Tampa Bay Lightning,8.37,129.77,8.37,94.6,3.35,56.09,82.61,2.51,24.28,86.81,0.868,0.32,8.08
2018,finals,Toronto Maple Leafs,13.06,96.33,11.43,76.73,4.9,57.14,25,3.27,19.59,79.41,0.994,0.54,7.37
2018,finals,Boston Bruins,17.96,101.44,15.85,76.08,5.28,50.72,61.54,2.11,16.91,81.63,0.916,0.68,6.96
2018,finals,Columbus Blue Jackets,14.42,126.87,14.42,92.27,8.65,56.23,83.33,2.88,17.3,82.69,1.027,0.98,8.7
2018,finals,Washington Capitals,16.51,92.97,13.46,69.72,6.73,47.71,72,4.89,22.02,81.48,0.87,0.9,6.82
2018,finals,Philadelphia Flyers,17.8,75.31,15.06,53.4,4.11,41.08,60,4.11,10.95,78.26,0.874,0.97,5.1
2018,finals,Pittsburgh Penguins,9.76,86.88,8.79,57.59,2.93,50.76,93.33,0,20.5,84.62,0.846,0.23,4.72
2018,finals,Colorado Avalanche,13.4,101.49,11.49,68.94,3.83,44.04,75,0,15.32,88.46,0.885,0.42,5.4
2018,finals,Nashville Predators,27.73,71.71,25.82,58.33,10.52,42.07,72.73,5.74,13.39,87.76,0.921,1.21,5.48
2018,finals,Minnesota Wild,17.48,122.33,14.56,75.73,8.74,43.69,0,8.74,14.56,82.35,0.824,1.26,4.74
2018,finals,Winnipeg Jets,8.89,121.78,5.33,82.67,1.78,59.56,69.23,0.89,16.89,85.07,0.851,0.16,6.75
2018,finals,Los Angeles Kings,5.45,111.65,5.45,84.42,0,40.85,75,0,16.34,94.74,0.947,0,6.53
2018,finals,Vegas Golden Knights,15.76,125.42,13.24,87.61,5.67,54.2,90.63,1.89,25.84,90.2,0.902,0.74,8.11
2018,finals,San Jose Sharks,15.25,107.68,14.36,79.86,5.38,51.15,82.35,1.79,25.12,87.3,0.873,0.63,6.94
2018,finals,Anaheim Ducks,30.93,135.34,30.93,110.2,9.67,79.27,64.71,5.8,48.34,83.33,0.833,1.83,12.29
2019,quarter-finals,Columbus Blue Jackets,11.96,83.72,5.98,65.78,11.96,47.84,66.67,0,17.94,88.89,1.889,0.32,4.86
2019,quarter-finals,Tampa Bay Lightning,17.21,89.48,13.77,65.39,10.33,37.86,66.67,6.88,13.77,66.67,1.167,1.09,4.55
2019,quarter-finals,Toronto Maple Leafs,17.71,92.99,15.5,84.13,13.28,64.21,70,4.43,26.57,78.79,0.788,1.22,7.53
2019,quarter-finals,Boston Bruins,8.93,104.96,4.47,80.4,0,60.3,50,0,17.87,86.96,0.87,0.01,6.25
2019,quarter-finals,Carolina Hurricanes,8.23,120.78,8.23,93.33,5.49,67.25,69.23,2.74,31.57,84.62,1.346,0.58,8.56
2019,quarter-finals,Washington Capitals,14.97,88.44,13.61,62.59,1.36,28.57,100,0,10.88,91.43,0.914,0.36,4.57
2019,quarter-finals,Pittsburgh Penguins,8.66,106.82,8.66,80.83,5.77,72.17,81.82,5.77,37.53,91.3,0.913,0.44,9.22
2019,quarter-finals,New York Islanders,21.5,113.65,21.5,64.51,0,64.51,100,0,21.5,92.31,0.923,0.47,5.94
2019,quarter-finals,Dallas Stars,10.08,98.77,6.05,60.47,6.05,52.41,100,4.03,26.2,100,1,0.5,5.02
2019,quarter-finals,Nashville Predators,14,115.13,12.45,93.34,7.78,70.01,100,1.56,20.22,90.48,0.905,0.56,8.42
2019,quarter-finals,St Louis Blues,21.97,93.36,21.97,71.4,5.49,46.68,100,0,13.73,76.92,0.769,0.69,5.75
2019,quarter-finals,Winnipeg Jets,18.54,105.03,16.48,86.5,12.36,53.55,77.78,4.12,26.77,81.48,0.958,0.63,10.6
2019,quarter-finals,Colorado Avalanche,14.14,107.07,14.14,74.75,8.08,38.38,66.67,2.02,16.16,80,1.133,1.14,5.64
2019,quarter-finals,Calgary Flames,23.5,98.69,17.23,67.36,7.83,45.43,81.82,6.27,20.37,86.49,0.865,1.44,7.09
2019,quarter-finals,Vegas Golden Knights,17.97,132.54,13.48,90.98,8.99,69.64,84.62,4.49,41.56,88.24,1.105,0.89,10.39
2019,quarter-finals,San Jose Sharks,11.58,104.18,8.68,76.69,5.79,57.88,75,0,28.94,80.49,1.055,0.24,8.37
