Year,Up.To.Round,Team,CF.Playoff.PP,CA.Playoff.PP,FenFor.Playoff.PP,FenAga.Playoff.PP,SCF.Playoff.PP,SCA.Playoff.PP,HDSV.Playoff.PP,HDCF.Playoff.PP,HDCA.Playoff.PP,SavePercentage.Playoff.PP,PDO.Playoff.PP,xGF.Playoff.PP,xGA.Playoff.PP
2012,quarter-finals,Washington Capitals,98.66,13.03,68.87,7.45,40.95,3.72,NA,18.61,0,100,1.097,5.37,0.28
2012,quarter-finals,Florida Panthers,112.97,14.95,86.39,11.63,58.14,6.65,NA,14.95,1.66,100,1.22,7.71,0.65
2012,quarter-finals,New Jersey Devils,93.21,12.16,85.1,12.16,60.79,5.4,50,33.77,2.7,87.5,0.975,10.01,0.63
2012,quarter-finals,Philadelphia Flyers,107.82,4.83,86.9,3.22,74.03,3.22,NA,33.8,0,100,1.3,10.25,0.27
2012,quarter-finals,Pittsburgh Penguins,126.48,22.17,92.58,18.25,74.32,13.04,50,22.17,7.82,76.92,0.949,9.14,2.24
2012,quarter-finals,Los Angeles Kings,89.72,15.18,62.12,11.04,38.65,4.14,100,12.42,2.76,100,1.083,4.83,0.4
2012,quarter-finals,Vancouver Canucks,98.77,15.33,69.82,11.92,40.87,6.81,33.33,13.62,5.11,66.67,0.767,4.96,0.83
2012,quarter-finals,San Jose Sharks,107.06,13.38,78.39,11.47,70.74,7.65,NA,30.59,0,100,1.069,7.54,0.78
2012,quarter-finals,St Louis Blues,118.24,12.67,86.57,6.33,52.79,6.33,100,25.34,2.11,100,1.194,8.41,0.58
2012,quarter-finals,Phoenix Coyotes,92.02,11.3,77.49,11.3,40.36,6.46,100,22.6,4.84,100,1.125,6.77,0.71
2012,quarter-finals,Chicago Blackhawks,102.62,9.77,73.3,3.26,34.21,4.89,NA,8.14,1.63,100,1.029,4.53,0.17
2012,quarter-finals,Detroit Red Wings,116.88,6.68,81.82,6.68,60.11,1.67,100,25.05,1.67,100,1.121,7.19,0.42
2012,quarter-finals,Nashville Predators,93.55,5.2,67.56,3.46,43.31,0,NA,22.52,0,100,1.077,6.84,0.2
2012,semi-finals,Ottawa Senators,98.37,17.43,62.26,12.45,39.85,12.45,100,14.94,3.74,100,1.114,5.02,0.71
2012,semi-finals,New York Rangers,90.72,14.32,64.46,13.13,53.71,5.97,100,25.07,2.39,100,1.125,6.76,0.73
2012,semi-finals,Boston Bruins,106.69,8.65,66.32,5.77,36.04,2.88,100,12.98,1.44,100,1.069,5.06,0.15
2012,semi-finals,Washington Capitals,104.06,10.31,75,6.56,50.63,4.69,100,19.69,1.88,100,1.113,6.26,0.45
2012,semi-finals,Florida Panthers,112.97,14.95,86.39,11.63,58.14,6.65,NA,14.95,1.66,100,1.22,7.71,0.65
2012,semi-finals,New Jersey Devils,92.69,14.9,79.45,14.07,60.41,8.28,66.67,24.83,4.97,87.5,0.998,8.86,0.92
2012,semi-finals,Philadelphia Flyers,85.8,11.38,66.54,9.63,52.53,4.38,NA,26.26,0,88.89,1.157,7.78,0.56
2012,semi-finals,Pittsburgh Penguins,126.48,22.17,92.58,18.25,74.32,13.04,50,22.17,7.82,76.92,0.949,9.14,2.24
2012,semi-finals,Los Angeles Kings,94.47,10.75,66.06,7.68,40.71,2.3,100,9.22,1.54,100,1.063,4.77,0.28
2012,semi-finals,Vancouver Canucks,98.77,15.33,69.82,11.92,40.87,6.81,33.33,13.62,5.11,66.67,0.767,4.96,0.83
2012,semi-finals,San Jose Sharks,107.06,13.38,78.39,11.47,70.74,7.65,NA,30.59,0,100,1.069,7.54,0.78
2012,semi-finals,St Louis Blues,103.07,10.52,73.62,7.36,47.33,7.36,50,18.93,5.26,60,0.713,6.92,0.94
2012,semi-finals,Phoenix Coyotes,79.88,10.51,65.17,10.51,29.43,5.26,100,14.72,3.15,100,1.125,5.5,0.54
2012,semi-finals,Chicago Blackhawks,102.62,9.77,73.3,3.26,34.21,4.89,NA,8.14,1.63,100,1.029,4.53,0.17
2012,semi-finals,Detroit Red Wings,116.88,6.68,81.82,6.68,60.11,1.67,100,25.05,1.67,100,1.121,7.19,0.42
2012,semi-finals,Nashville Predators,93.91,11.63,70.66,8.94,45.61,2.68,NA,21.47,0,100,1.096,6.73,0.53
2012,finals,Ottawa Senators,98.37,17.43,62.26,12.45,39.85,12.45,100,14.94,3.74,100,1.114,5.02,0.71
2012,finals,New York Rangers,89.09,15.61,65.21,14.24,53.73,7.81,100,24.34,3.67,100,1.135,6.68,0.91
2012,finals,Boston Bruins,106.69,8.65,66.32,5.77,36.04,2.88,100,12.98,1.44,100,1.069,5.06,0.15
2012,finals,Washington Capitals,104.06,10.31,75,6.56,50.63,4.69,100,19.69,1.88,100,1.113,6.26,0.45
2012,finals,Florida Panthers,112.97,14.95,86.39,11.63,58.14,6.65,NA,14.95,1.66,100,1.22,7.71,0.65
2012,finals,New Jersey Devils,94.26,17.67,74.44,16.6,59.45,6.96,71.43,21.96,3.75,93.1,1.045,7.87,1.03
2012,finals,Philadelphia Flyers,85.8,11.38,66.54,9.63,52.53,4.38,NA,26.26,0,88.89,1.157,7.78,0.56
2012,finals,Pittsburgh Penguins,126.48,22.17,92.58,18.25,74.32,13.04,50,22.17,7.82,76.92,0.949,9.14,2.24
2012,finals,Los Angeles Kings,95.95,13.02,69.92,10.13,39.54,4.82,100,12.54,2.41,100,1.058,5.33,0.54
2012,finals,Vancouver Canucks,98.77,15.33,69.82,11.92,40.87,6.81,33.33,13.62,5.11,66.67,0.767,4.96,0.83
2012,finals,San Jose Sharks,107.06,13.38,78.39,11.47,70.74,7.65,NA,30.59,0,100,1.069,7.54,0.78
2012,finals,St Louis Blues,103.07,10.52,73.62,7.36,47.33,7.36,50,18.93,5.26,60,0.713,6.92,0.94
2012,finals,Phoenix Coyotes,72.27,14.18,56.74,13.51,25.67,7.43,66.67,13.51,4.73,92.86,1.051,4.72,0.87
2012,finals,Chicago Blackhawks,102.62,9.77,73.3,3.26,34.21,4.89,NA,8.14,1.63,100,1.029,4.53,0.17
2012,finals,Detroit Red Wings,116.88,6.68,81.82,6.68,60.11,1.67,100,25.05,1.67,100,1.121,7.19,0.42
2012,finals,Nashville Predators,93.91,11.63,70.66,8.94,45.61,2.68,NA,21.47,0,100,1.096,6.73,0.53
2013,quarter-finals,New York Islanders,94.95,6.55,73.67,6.55,50.75,3.27,NA,24.56,0,100,1.065,6.47,0.35
2013,quarter-finals,Pittsburgh Penguins,120.66,11.87,87.03,7.91,65.27,5.93,NA,19.78,0,66.67,0.892,9.09,0.26
2013,quarter-finals,Ottawa Senators,101.8,21.01,64.63,17.77,30.7,9.69,100,14.54,8.08,100,1.214,4.57,1.35
2013,quarter-finals,Montreal Canadiens,112.27,18.11,85.11,10.87,43.46,5.43,0,19.92,1.81,80,0.886,7.46,0.52
2013,quarter-finals,New York Rangers,122.85,9.64,80.7,7.23,66.24,6.02,100,25.29,2.41,100,1.045,7.4,0.49
2013,quarter-finals,Washington Capitals,112.92,15.5,77.49,11.07,70.85,8.86,100,37.64,6.64,100,1.136,10.29,0.87
2013,quarter-finals,Boston Bruins,97.49,8.7,69.63,5.22,48.74,1.74,0,20.89,1.74,50,0.6,6.57,0.29
2013,quarter-finals,Toronto Maple Leafs,85.76,21.44,66.1,19.65,37.52,7.15,100,25.01,3.57,87.5,1.031,7.84,1.11
2013,quarter-finals,Minnesota Wild,119.75,16.58,82.91,12.9,55.27,7.37,0,22.11,1.84,83.33,0.833,8.35,0.98
2013,quarter-finals,Chicago Blackhawks,64.16,7.13,47.52,7.13,26.14,7.13,NA,11.88,0,100,1.118,4.24,0.63
2013,quarter-finals,Detroit Red Wings,114.85,19.14,91.29,17.67,60.37,5.89,NA,17.67,2.94,88.89,1.047,7.67,0.67
2013,quarter-finals,Anaheim Ducks,106.37,8.99,77.9,7.49,56.93,7.49,50,20.97,4.49,80,0.979,7.32,0.79
2013,quarter-finals,Vancouver Canucks,107.69,0,69.23,0,50,0,NA,19.23,0,NA,NA,6.14,0
2013,quarter-finals,San Jose Sharks,124.08,14.89,89.34,14.89,72.79,3.31,NA,31.43,0,100,1.156,8.76,0.49
2013,quarter-finals,St Louis Blues,103.25,7.79,81.82,5.84,54.55,3.9,NA,23.38,0,100,1.091,7.63,0.36
2013,quarter-finals,Los Angeles Kings,88.92,17.78,55.89,17.78,48.27,12.7,50,20.32,7.62,80,0.954,5.36,1.3
2013,semi-finals,New York Islanders,94.95,6.55,73.67,6.55,50.75,3.27,NA,24.56,0,100,1.065,6.47,0.35
2013,semi-finals,Pittsburgh Penguins,112.16,17.05,88.83,10.77,58.33,9.87,33.33,17.05,2.69,70,0.873,8.72,0.65
2013,semi-finals,Ottawa Senators,104,14.22,70.22,12.44,36.44,7.11,66.67,16.89,5.33,83.33,0.981,5.54,1.01
2013,semi-finals,Montreal Canadiens,112.27,18.11,85.11,10.87,43.46,5.43,0,19.92,1.81,80,0.886,7.46,0.52
2013,semi-finals,New York Rangers,109.95,10.69,74.06,9.16,57.26,4.58,100,22.14,2.29,100,1.063,6.71,0.65
2013,semi-finals,Washington Capitals,112.92,15.5,77.49,11.07,70.85,8.86,100,37.64,6.64,100,1.136,10.29,0.87
2013,semi-finals,Boston Bruins,101.48,10.68,73.71,7.48,45.93,4.27,66.67,20.3,3.2,83.33,0.965,6.97,0.46
2013,semi-finals,Toronto Maple Leafs,85.76,21.44,66.1,19.65,37.52,7.15,100,25.01,3.57,87.5,1.031,7.84,1.11
2013,semi-finals,Minnesota Wild,119.75,16.58,82.91,12.9,55.27,7.37,0,22.11,1.84,83.33,0.833,8.35,0.98
2013,semi-finals,Chicago Blackhawks,69.32,5.62,49.65,4.68,26.23,4.68,NA,11.24,0,100,1.128,4.03,0.38
2013,semi-finals,Detroit Red Wings,108.14,21.34,83.24,17.08,50.51,8.54,NA,20.63,2.13,94.74,1.039,7.03,0.56
2013,semi-finals,Anaheim Ducks,106.37,8.99,77.9,7.49,56.93,7.49,50,20.97,4.49,80,0.979,7.32,0.79
2013,semi-finals,Vancouver Canucks,107.69,0,69.23,0,50,0,NA,19.23,0,NA,NA,6.14,0
2013,semi-finals,San Jose Sharks,109.21,14.51,79.42,10.69,57.28,4.58,NA,23.67,0,100,1.145,7.2,0.47
2013,semi-finals,St Louis Blues,103.25,7.79,81.82,5.84,54.55,3.9,NA,23.38,0,100,1.091,7.63,0.36
2013,semi-finals,Los Angeles Kings,103.83,10.59,66.75,10.59,49.79,6.36,50,20.13,3.18,87.5,1.064,6.66,0.74
2013,finals,New York Islanders,94.95,6.55,73.67,6.55,50.75,3.27,NA,24.56,0,100,1.065,6.47,0.35
2013,finals,Pittsburgh Penguins,111.97,16.89,86.32,11.89,57.55,10.01,33.33,17.52,2.5,78.57,0.913,8.24,0.67
2013,finals,Ottawa Senators,104,14.22,70.22,12.44,36.44,7.11,66.67,16.89,5.33,83.33,0.981,5.54,1.01
2013,finals,Montreal Canadiens,112.27,18.11,85.11,10.87,43.46,5.43,0,19.92,1.81,80,0.886,7.46,0.52
2013,finals,New York Rangers,109.95,10.69,74.06,9.16,57.26,4.58,100,22.14,2.29,100,1.063,6.71,0.65
2013,finals,Washington Capitals,112.92,15.5,77.49,11.07,70.85,8.86,100,37.64,6.64,100,1.136,10.29,0.87
2013,finals,Boston Bruins,88.48,10.97,64.35,8.04,38.03,4.39,66.67,16.09,2.19,90,1.006,5.71,0.42
2013,finals,Toronto Maple Leafs,85.76,21.44,66.1,19.65,37.52,7.15,100,25.01,3.57,87.5,1.031,7.84,1.11
2013,finals,Minnesota Wild,119.75,16.58,82.91,12.9,55.27,7.37,0,22.11,1.84,83.33,0.833,8.35,0.98
2013,finals,Chicago Blackhawks,71.08,7.45,52.12,5.42,28.43,4.06,0,12.19,0.68,83.33,0.943,4.29,0.42
2013,finals,Detroit Red Wings,108.14,21.34,83.24,17.08,50.51,8.54,NA,20.63,2.13,94.74,1.039,7.03,0.56
2013,finals,Anaheim Ducks,106.37,8.99,77.9,7.49,56.93,7.49,50,20.97,4.49,80,0.979,7.32,0.79
2013,finals,Vancouver Canucks,107.69,0,69.23,0,50,0,NA,19.23,0,NA,NA,6.14,0
2013,finals,San Jose Sharks,109.21,14.51,79.42,10.69,57.28,4.58,NA,23.67,0,100,1.145,7.2,0.47
2013,finals,St Louis Blues,103.25,7.79,81.82,5.84,54.55,3.9,NA,23.38,0,100,1.091,7.63,0.36
2013,finals,Los Angeles Kings,105.47,9.71,68,9.71,46.49,4.86,50,14.57,2.08,90.91,1.059,6.01,0.59
2014,quarter-finals,Detroit Red Wings,94.13,11.53,59.55,11.53,48.03,5.76,NA,17.29,0,100,1.087,5.33,0.65
2014,quarter-finals,Boston Bruins,136.64,13.94,100.39,11.15,69.71,2.79,NA,36.25,0,100,1.194,11.76,0.34
2014,quarter-finals,Montreal Canadiens,75.12,11.13,58.42,8.35,30.6,5.56,50,19.47,5.56,66.67,0.867,5.11,0.75
2014,quarter-finals,Tampa Bay Lightning,54.05,10.81,48.65,10.81,21.62,10.81,0,10.81,5.41,50,0.833,3.8,1.3
2014,quarter-finals,Columbus Blue Jackets,126.26,14.68,95.43,13.21,67.54,5.87,0,33.77,1.47,75,0.893,9.82,0.81
2014,quarter-finals,Pittsburgh Penguins,102.06,11.93,74.23,10.6,35.79,7.95,33.33,14.58,3.98,57.14,0.718,5.69,0.95
2014,quarter-finals,Philadelphia Flyers,100.66,20.47,54.6,17.06,68.25,8.53,100,35.83,3.41,100,1.273,6.28,0.82
2014,quarter-finals,New York Rangers,91.79,8.24,56.49,4.71,45.9,2.35,100,12.95,1.18,100,1.091,5.47,0.19
2014,quarter-finals,Minnesota Wild,98.09,17.98,70.3,14.71,42.51,9.81,33.33,22.89,6.54,71.43,0.818,5.59,1.25
2014,quarter-finals,Colorado Avalanche,72.6,16.44,50.68,12.33,42.47,4.11,0,15.07,1.37,85.71,0.973,7.01,0.53
2014,quarter-finals,Chicago Blackhawks,92.61,16.84,62.3,15.15,42.1,11.79,100,10.1,3.37,100,1.115,5.23,1.07
2014,quarter-finals,St Louis Blues,114.03,4.56,75.26,0,47.89,1.14,NA,17.1,0,NA,NA,6.16,0
2014,quarter-finals,Anaheim Ducks,98.52,9.58,73.89,8.21,57.47,5.47,0,31.47,1.37,66.67,0.837,8,0.39
2014,quarter-finals,Dallas Stars,105.81,8.23,82.3,8.23,62.31,3.53,50,23.51,2.35,80,0.87,8.43,0.42
2014,quarter-finals,San Jose Sharks,133.97,17.18,99.62,11.45,61.83,3.44,NA,24.05,0,100,1.068,9.53,0.47
2014,quarter-finals,Los Angeles Kings,98.27,14.04,77.99,9.36,46.79,6.24,100,17.16,1.56,100,1.194,6.76,0.56
2014,semi-finals,Detroit Red Wings,94.13,11.53,59.55,11.53,48.03,5.76,NA,17.29,0,100,1.087,5.33,0.65
2014,semi-finals,Boston Bruins,126.8,14.99,92.22,13.83,63.4,4.61,100,29.97,2.31,100,1.143,9.84,0.6
2014,semi-finals,Montreal Canadiens,98.37,8.68,69.43,6.75,35.68,4.82,50,15.43,1.93,85.71,1.084,5.4,0.41
2014,semi-finals,Tampa Bay Lightning,54.05,10.81,48.65,10.81,21.62,10.81,0,10.81,5.41,50,0.833,3.8,1.3
2014,semi-finals,Columbus Blue Jackets,126.26,14.68,95.43,13.21,67.54,5.87,0,33.77,1.47,75,0.893,9.82,0.81
2014,semi-finals,Pittsburgh Penguins,100.08,17.44,75.82,15.16,42.46,9.86,50,15.92,6.07,75,0.85,6.61,1.98
2014,semi-finals,Philadelphia Flyers,100.66,20.47,54.6,17.06,68.25,8.53,100,35.83,3.41,100,1.273,6.28,0.82
2014,semi-finals,New York Rangers,96.31,9.44,64.84,6.92,48.47,5.04,80,13.22,3.15,90,0.979,5.99,0.47
2014,semi-finals,Minnesota Wild,95.53,12.86,69.81,10.1,42.26,6.43,33.33,23.88,3.67,77.78,0.88,5.99,0.77
2014,semi-finals,Colorado Avalanche,72.6,16.44,50.68,12.33,42.47,4.11,0,15.07,1.37,85.71,0.973,7.01,0.53
2014,semi-finals,Chicago Blackhawks,85.99,12.74,56.27,10.62,39.28,8.49,100,11.68,3.18,100,1.167,4.66,0.79
2014,semi-finals,St Louis Blues,114.03,4.56,75.26,0,47.89,1.14,NA,17.1,0,NA,NA,6.16,0
2014,semi-finals,Anaheim Ducks,100.32,12.18,74.52,10.75,58.04,4.3,0,27.23,0.72,88.89,1.049,7.58,0.42
2014,semi-finals,Dallas Stars,105.81,8.23,82.3,8.23,62.31,3.53,50,23.51,2.35,80,0.87,8.43,0.42
2014,semi-finals,San Jose Sharks,133.97,17.18,99.62,11.45,61.83,3.44,NA,24.05,0,100,1.068,9.53,0.47
2014,semi-finals,Los Angeles Kings,97.34,13.37,72.82,10.4,50.53,8.92,100,19.32,2.23,100,1.177,6.72,0.69
2014,finals,Detroit Red Wings,94.13,11.53,59.55,11.53,48.03,5.76,NA,17.29,0,100,1.087,5.33,0.65
2014,finals,Boston Bruins,126.8,14.99,92.22,13.83,63.4,4.61,100,29.97,2.31,100,1.143,9.84,0.6
2014,finals,Montreal Canadiens,95.67,14.24,70.04,11.39,37.58,6.26,60,18.79,3.42,88.24,1.04,5.54,0.58
2014,finals,Tampa Bay Lightning,54.05,10.81,48.65,10.81,21.62,10.81,0,10.81,5.41,50,0.833,3.8,1.3
2014,finals,Columbus Blue Jackets,126.26,14.68,95.43,13.21,67.54,5.87,0,33.77,1.47,75,0.893,9.82,0.81
2014,finals,Pittsburgh Penguins,100.08,17.44,75.82,15.16,42.46,9.86,50,15.92,6.07,75,0.85,6.61,1.98
2014,finals,Philadelphia Flyers,100.66,20.47,54.6,17.06,68.25,8.53,100,35.83,3.41,100,1.273,6.28,0.82
2014,finals,New York Rangers,96.16,11.8,66,8.31,52.45,5.68,66.67,15.74,2.62,87.5,0.978,6.11,0.51
2014,finals,Minnesota Wild,95.53,12.86,69.81,10.1,42.26,6.43,33.33,23.88,3.67,77.78,0.88,5.99,0.77
2014,finals,Colorado Avalanche,72.6,16.44,50.68,12.33,42.47,4.11,0,15.07,1.37,85.71,0.973,7.01,0.53
2014,finals,Chicago Blackhawks,91.27,12.04,62.11,10.14,41.2,7.61,100,17.75,2.54,100,1.174,5.58,0.66
2014,finals,St Louis Blues,114.03,4.56,75.26,0,47.89,1.14,NA,17.1,0,NA,NA,6.16,0
2014,finals,Anaheim Ducks,100.32,12.18,74.52,10.75,58.04,4.3,0,27.23,0.72,88.89,1.049,7.58,0.42
2014,finals,Dallas Stars,105.81,8.23,82.3,8.23,62.31,3.53,50,23.51,2.35,80,0.87,8.43,0.42
2014,finals,San Jose Sharks,133.97,17.18,99.62,11.45,61.83,3.44,NA,24.05,0,100,1.068,9.53,0.47
2014,finals,Los Angeles Kings,103.69,11.34,77.23,9.18,49.68,7.56,100,20.52,1.62,92.31,1.112,6.88,0.58
2015,quarter-finals,Ottawa Senators,90.66,22.67,66.11,18.89,39.66,7.56,66.67,22.67,7.56,88.89,1.074,5.85,1.29
2015,quarter-finals,Montreal Canadiens,121.09,19.64,88.36,16.36,45.82,13.09,100,21.27,3.27,100,1.025,6.66,0.97
2015,quarter-finals,Detroit Red Wings,102,16.17,72.15,13.68,49.76,8.71,80,16.17,6.22,80,0.925,5.76,1.88
2015,quarter-finals,Tampa Bay Lightning,100.14,4.88,80.6,4.88,42.74,4.88,50,19.54,2.44,66.67,0.707,6.04,0.47
2015,quarter-finals,Pittsburgh Penguins,77.34,14.06,51.56,7.03,30.47,4.69,NA,14.06,0,100,1.125,4.33,0.11
2015,quarter-finals,New York Rangers,93.14,12.42,72.96,10.87,48.12,7.76,NA,26.39,0,100,1.091,7.48,0.52
2015,quarter-finals,New York Islanders,96.43,6.43,66.43,6.43,51.43,2.14,NA,23.57,0,100,1,6.46,0.2
2015,quarter-finals,Washington Capitals,120.43,12.81,81.99,10.25,66.62,7.69,NA,28.19,2.56,100,1.08,8.6,0.63
2015,quarter-finals,Minnesota Wild,99.17,15.03,60.1,12.02,33.06,9.02,50,6.01,6.01,66.67,0.952,4.93,0.9
2015,quarter-finals,St Louis Blues,101.49,14.93,92.54,14.93,47.76,8.96,NA,20.9,0,66.67,0.772,8.21,0.93
2015,quarter-finals,Chicago Blackhawks,81.77,8.39,48.22,8.39,31.45,0,NA,14.68,0,100,1.176,4.11,0.29
2015,quarter-finals,Nashville Predators,85.04,19.49,72.64,14.17,53.15,10.63,100,12.4,3.54,100,1.207,8.06,0.74
2015,quarter-finals,Winnipeg Jets,79.82,15.96,63.86,13.3,39.91,2.66,100,13.3,2.66,100,1.105,5.58,0.52
2015,quarter-finals,Anaheim Ducks,102.95,13.28,89.67,9.96,63.1,6.64,NA,23.25,3.32,100,1.167,8.33,0.68
2015,quarter-finals,Calgary Flames,70.68,18.24,61.56,15.96,43.32,6.84,NA,15.96,2.28,100,1.263,5,0.9
2015,quarter-finals,Vancouver Canucks,104.48,6.81,63.6,6.81,43.15,0,NA,11.36,0,100,1.13,5.03,0.33
2015,semi-finals,Ottawa Senators,90.66,22.67,66.11,18.89,39.66,7.56,66.67,22.67,7.56,88.89,1.074,5.85,1.29
2015,semi-finals,Montreal Canadiens,105.42,14.06,79.06,11.42,39.53,8.78,100,17.57,2.64,100,1.031,6.05,0.73
2015,semi-finals,Detroit Red Wings,102,16.17,72.15,13.68,49.76,8.71,80,16.17,6.22,80,0.925,5.76,1.88
2015,semi-finals,Tampa Bay Lightning,88.68,9.77,69.9,8.27,38.33,7.52,83.33,18.04,4.51,80,0.923,5.47,1.02
2015,semi-finals,Pittsburgh Penguins,77.34,14.06,51.56,7.03,30.47,4.69,NA,14.06,0,100,1.125,4.33,0.11
2015,semi-finals,New York Rangers,100.26,11.05,78.17,10.2,52.68,5.1,NA,19.54,0,100,1.087,7.34,0.37
2015,semi-finals,New York Islanders,96.43,6.43,66.43,6.43,51.43,2.14,NA,23.57,0,100,1,6.46,0.2
2015,semi-finals,Washington Capitals,103.33,12.92,73.97,10.57,58.71,8.22,100,27.01,2.35,100,1.064,7.99,0.76
2015,semi-finals,Minnesota Wild,102.86,13.27,71.34,11.61,43.13,6.64,33.33,18.25,4.98,50,0.741,6.89,1.33
2015,semi-finals,St Louis Blues,101.49,14.93,92.54,14.93,47.76,8.96,NA,20.9,0,66.67,0.772,8.21,0.93
2015,semi-finals,Chicago Blackhawks,85.71,6.23,52.99,6.23,34.29,0,NA,14.03,0,100,1.208,4.14,0.21
2015,semi-finals,Nashville Predators,85.04,19.49,72.64,14.17,53.15,10.63,100,12.4,3.54,100,1.207,8.06,0.74
2015,semi-finals,Winnipeg Jets,79.82,15.96,63.86,13.3,39.91,2.66,100,13.3,2.66,100,1.105,5.58,0.52
2015,semi-finals,Anaheim Ducks,119.56,14.61,98.3,13.28,62.44,6.64,0,27.9,2.66,83.33,1.006,8.24,0.84
2015,semi-finals,Calgary Flames,78.12,16.27,56.42,14.1,39.06,5.42,NA,10.85,2.17,100,1.2,4.61,0.7
2015,semi-finals,Vancouver Canucks,104.48,6.81,63.6,6.81,43.15,0,NA,11.36,0,100,1.13,5.03,0.33
2015,finals,Ottawa Senators,90.66,22.67,66.11,18.89,39.66,7.56,66.67,22.67,7.56,88.89,1.074,5.85,1.29
2015,finals,Montreal Canadiens,105.42,14.06,79.06,11.42,39.53,8.78,100,17.57,2.64,100,1.031,6.05,0.73
2015,finals,Detroit Red Wings,102,16.17,72.15,13.68,49.76,8.71,80,16.17,6.22,80,0.925,5.76,1.88
2015,finals,Tampa Bay Lightning,84.46,14.87,66.4,11.16,43.03,10.09,87.5,17.53,4.78,89.47,1.056,5.65,1.04
2015,finals,Pittsburgh Penguins,77.34,14.06,51.56,7.03,30.47,4.69,NA,14.06,0,100,1.125,4.33,0.11
2015,finals,New York Rangers,98.43,13.82,74.1,11.61,51.98,6.64,66.67,19.91,1.66,94.74,1.076,7.37,0.81
2015,finals,New York Islanders,96.43,6.43,66.43,6.43,51.43,2.14,NA,23.57,0,100,1,6.46,0.2
2015,finals,Washington Capitals,103.33,12.92,73.97,10.57,58.71,8.22,100,27.01,2.35,100,1.064,7.99,0.76
2015,finals,Minnesota Wild,102.86,13.27,71.34,11.61,43.13,6.64,33.33,18.25,4.98,50,0.741,6.89,1.33
2015,finals,St Louis Blues,101.49,14.93,92.54,14.93,47.76,8.96,NA,20.9,0,66.67,0.772,8.21,0.93
2015,finals,Chicago Blackhawks,87.35,7.73,56.43,7.73,37.88,3.09,100,14.69,1.55,100,1.192,4.88,0.47
2015,finals,Nashville Predators,85.04,19.49,72.64,14.17,53.15,10.63,100,12.4,3.54,100,1.207,8.06,0.74
2015,finals,Winnipeg Jets,79.82,15.96,63.86,13.3,39.91,2.66,100,13.3,2.66,100,1.105,5.58,0.52
2015,finals,Anaheim Ducks,113.39,12.88,93.63,12.03,53.26,6.87,0,25.77,3.44,75,0.9,8.14,0.77
2015,finals,Calgary Flames,78.12,16.27,56.42,14.1,39.06,5.42,NA,10.85,2.17,100,1.2,4.61,0.7
2015,finals,Vancouver Canucks,104.48,6.81,63.6,6.81,43.15,0,NA,11.36,0,100,1.13,5.03,0.33
2016,quarter-finals,New York Islanders,91.21,8.94,73.32,7.15,53.65,7.15,100,19.67,1.79,100,1.179,5.4,0.49
