year,team,weighted_goalie_save_percentage,weighted_GPS,player_points
2013,Chicago Blackhawks,0.9238164168937331,4.893153950953678,8.270833333333334
2013,Pittsburgh Penguins,0.9170692760651196,5.080221683408382,9.270833333333334
2013,Anaheim Ducks,0.9169043062200957,4.492822966507177,7.729166666666667
2013,Montreal Canadiens,0.9056774526678142,4.541893287435456,8.458333333333334
2013,Boston Bruins,0.9265139318885449,6.56360509115927,7.208333333333333
2013,St Louis Blues,0.9042114128566519,2.148814025438295,7.1875
2013,Los Angeles Kings,0.9072929014472777,3.8177808407994487,7.479166666666667
2013,Vancouver Canucks,0.9188293515358361,5.170136518771331,6.791666666666667
2013,Washington Capitals,0.9173584254143647,6.331560773480663,8.416666666666666
2013,San Jose Sharks,0.9219365404298875,8.20648242920505,6.479166666666667
2013,Toronto Maple Leafs,0.9210719474230371,6.056208924247666,8.208333333333334
2013,New York Rangers,0.9249611817244934,8.341978701477156,6.895833333333333
2013,Ottawa Senators,0.934796499656829,4.908544955387783,6.458333333333333
2013,Detroit Red Wings,0.9176894303363075,7.103191489361702,6.979166666666667
2013,Columbus Blue Jackets,0.9239836233367452,7.353804162401911,6.583333333333333
2013,New York Islanders,0.9051646613956686,5.738707459608112,7.6875
2013,Minnesota Wild,0.9055196551724138,5.142068965517242,6.791666666666667
2013,Phoenix Coyotes,0.9169327415500171,4.609286445885967,6.916666666666667
2013,Winnipeg Jets,0.9042747933884298,5.89896694214876,7.104166666666667
2013,Philadelphia Flyers,0.9034414727335881,4.285724209795068,7.395833333333333
2013,Dallas Stars,0.9075426195426196,5.067463617463618,7.375
2013,Buffalo Sabres,0.9158519658119657,7.022051282051283,6.6875
2013,New Jersey Devils,0.8949893470790378,2.330171821305842,5.958333333333333
2013,Edmonton Oilers,0.9192269430051814,6.543799654576857,7.145833333333333
2013,Carolina Hurricanes,0.9016763888888889,2.538854166666667,7.104166666666667
2013,Calgary Flames,0.8913095072866065,1.9062456627342124,7.354166666666667
2013,Nashville Predators,0.9040642390930952,5.521401580212985,6.25
2013,Tampa Bay Lightning,0.9023685674547983,2.4178720445062587,8.666666666666666
2013,Colorado Avalanche,0.9048482972136224,4.267767457860337,6.479166666666667
2013,Florida Panthers,0.8908171152518978,2.047273982056591,5.854166666666667
2014,Boston Bruins,0.9286361436062928,10.534913271480434,8.536585365853659
2014,Anaheim Ducks,0.9147632957292506,6.333622078968573,8.682926829268293
2014,Colorado Avalanche,0.9207066881547139,12.239645447219985,8.292682926829269
2014,San Jose Sharks,0.9177652243589743,8.745673076923076,8.097560975609756
2014,St Louis Blues,0.9154900582446275,4.980839526009238,8.036585365853659
2014,Pittsburgh Penguins,0.9142921619987912,9.283215796897037,8.121951219512194
2014,Chicago Blackhawks,0.9069983935742972,7.336907630522089,8.707317073170731
2014,Tampa Bay Lightning,0.9153431333064841,9.818203785743053,7.780487804878049
2014,Montreal Canadiens,0.9227730110775427,10.643605236656596,6.804878048780488
2014,Los Angeles Kings,0.9223190591073583,5.989867310012063,6.548780487804878
2014,Minnesota Wild,0.9172003599280144,3.9218356328734254,6.817073170731708
2014,New York Rangers,0.922893255013166,10.448389710350416,7.048780487804878
2014,Philadelphia Flyers,0.912410670978173,8.92178658043654,7.7439024390243905
2014,Columbus Blue Jackets,0.9181258854482899,9.195466504756123,7.414634146341464
2014,Detroit Red Wings,0.910595523581135,6.317086330935251,7.060975609756097
2014,Dallas Stars,0.9137905991527133,9.9433326608836,7.634146341463414
2014,Washington Capitals,0.9187104054323948,6.194327940882764,7.634146341463414
2014,Phoenix Coyotes,0.9162103995181691,9.542140132503512,7.146341463414634
2014,Nashville Predators,0.9036958450988303,4.0083501411859626,7.158536585365853
2014,Ottawa Senators,0.912135898977751,8.360673481659651,7.451219512195122
2014,New Jersey Devils,0.911769539883464,6.12312638135423,6.597560975609756
2014,Winnipeg Jets,0.9084346339501206,6.413234111021722,7.2439024390243905
2014,Toronto Maple Leafs,0.9180445205479453,10.10110797743755,7.073170731707317
2014,Carolina Hurricanes,0.9149715381509892,5.508175211949939,6.536585365853658
2014,Vancouver Canucks,0.9118942288357128,6.441162276291977,6.2560975609756095
2014,New York Islanders,0.8984419678714859,3.8220281124497992,7.146341463414634
2014,Calgary Flames,0.9017585997571834,3.9773775799271553,6.7926829268292686
2014,Edmonton Oilers,0.9032650577976069,3.174244575136889,6.670731707317073
2014,Florida Panthers,0.8997582528180355,3.8902375201288244,5.975609756097561
2014,Buffalo Sabres,0.9165027322404372,6.659744990892532,4.902439024390244
2015,New York Rangers,0.9250349001412145,8.317329029655033,8.036585365853659
2015,Montreal Canadiens,0.9283602970694501,13.476696105981533,7.060975609756097
2015,Anaheim Ducks,0.9093677238057005,6.438458450421517,7.475609756097561
2015,St Louis Blues,0.9140443864229766,5.942659168507732,8.048780487804878
2015,Tampa Bay Lightning,0.9125409238249594,7.6578808752025935,8.585365853658537
2015,Nashville Predators,0.9185590899939601,10.182081739480571,7.451219512195122
2015,Chicago Blackhawks,0.9279330375151271,9.131726502622026,7.329268292682927
2015,New York Islanders,0.9062983514274227,7.375733815842381,8
2015,Washington Capitals,0.9174809437386571,12.413389796329906,7.951219512195122
2015,Vancouver Canucks,0.9151957928802589,7.2025485436893195,7.829268292682927
2015,Minnesota Wild,0.9141988256732132,5.577930755213607,7.414634146341464
2015,Detroit Red Wings,0.9132839332394933,6.050191031570481,7.682926829268292
2015,Winnipeg Jets,0.9174220257234726,7.62508038585209,7.2439024390243905
2015,Ottawa Senators,0.9231382553021209,6.304501800720288,7.548780487804878
2015,Pittsburgh Penguins,0.917359010458568,9.94281979082864,7.317073170731708
2015,Calgary Flames,0.9152206686930091,6.857142857142858,8.097560975609756
2015,Boston Bruins,0.9186595915098119,11.874789747697237,6.914634146341464
2015,Los Angeles Kings,0.9161246218995766,10.4434160112926,7.280487804878049
2015,Dallas Stars,0.8992953210451691,6.712072108567956,8.5
2015,Florida Panthers,0.9146415547986376,8.761310358645561,6.597560975609756
2015,Colorado Avalanche,0.9225373888439774,9.287489894907033,6.963414634146342
2015,Columbus Blue Jackets,0.9139370967741935,8.208387096774194,7.609756097560975
2015,San Jose Sharks,0.9118086182480276,8.479405219502327,7.621951219512195
2015,Philadelphia Flyers,0.9130944913550463,7.46901889827101,7.2682926829268295
2015,New Jersey Devils,0.9216277519692992,12.01329024439507,5.914634146341464
2015,Carolina Hurricanes,0.9061180752122928,6.0025070764253945,6.219512195121951
2015,Toronto Maple Leafs,0.9102129854368932,8.248725728155339,6.634146341463414
2015,Edmonton Oilers,0.8910975609756098,3.5687361419068733,6.304878048780488
2015,Arizona Coyotes,0.9063222423875782,7.45523290986086,5.536585365853658
2015,Buffalo Sabres,0.9106704384724187,5.1663164275611235,5.134146341463414
2016,Washington Capitals,0.9211025848142166,10.125686591276253,8.170731707317072
2016,Dallas Stars,0.9054619906750455,5.715203729981756,8.512195121951219
2016,St Louis Blues,0.9234933574879227,8.180615942028986,7.182926829268292
2016,Pittsburgh Penguins,0.9217712378640778,8.484081715210356,7.926829268292683
2016,Chicago Blackhawks,0.9212822023567656,9.561113368549371,7.7317073170731705
2016,Florida Panthers,0.9211817080557239,9.86333535231173,7.475609756097561
2016,Anaheim Ducks,0.9187443928066277,6.329339260456658,7.036585365853658
2016,Los Angeles Kings,0.9179277059773829,9.834854604200322,7.317073170731708
2016,New York Rangers,0.9187431638646952,10.414867328337047,7.512195121951219
2016,New York Islanders,0.9199151076242205,6.664735465701066,7.365853658536586
2016,San Jose Sharks,0.9153090467516698,8.532483302975107,7.865853658536586
2016,Tampa Bay Lightning,0.9224184339314846,9.82208401305057,7.134146341463414
2016,Philadelphia Flyers,0.9202010050251257,8.679396984924622,7.085365853658536
2016,Nashville Predators,0.9095381184103813,7.52536496350365,7.2439024390243905
2016,Detroit Red Wings,0.915,7.62,6.804878048780488
2016,Boston Bruins,0.9132159643435981,9.08658833063209,7.7439024390243905
2016,Minnesota Wild,0.9173523558082859,9.665008123476849,6.939024390243903
2016,Carolina Hurricanes,0.9059019766034692,5.799515933844292,6.390243902439025
2016,Ottawa Senators,0.915937765205092,9.326247726813497,7.219512195121951
2016,New Jersey Devils,0.9190863673139159,8.424008899676375,5.841463414634147
2016,Colorado Avalanche,0.9158844972353062,7.499651853368832,7.109756097560975
2016,Montreal Canadiens,0.907060458510854,4.980482856563198,7.2317073170731705
2016,Buffalo Sabres,0.9186977355438739,6.086413263243024,6.353658536585366
2016,Winnipeg Jets,0.9090467669784466,4.203253355022366,6.878048780487805
2016,Arizona Coyotes,0.9084606307222788,5.098392675483214,6.7439024390243905
2016,Calgary Flames,0.8977459898477157,3.2701928934010156,7.7560975609756095
2016,Columbus Blue Jackets,0.9093033252230333,4.798195458231954,6.951219512195122
2016,Vancouver Canucks,0.915469292929293,8.288686868686868,6.121951219512195
2016,Edmonton Oilers,0.9097455429497568,7.488371150729336,6.609756097560975
2016,Toronto Maple Leafs,0.908702697221659,4.862685053741634,6.475609756097561
2017,Washington Capitals,0.9252558139534884,10.27906976744186,8.707317073170731
2017,Pittsburgh Penguins,0.9168134808853119,8.469175050301812,9.182926829268293
2017,Chicago Blackhawks,0.9200530794165316,9.357536466774716,7.890243902439025
2017,Columbus Blue Jackets,0.925352523819177,11.624305696330834,7.890243902439025
2017,Minnesota Wild,0.9190215010141988,10.55316430020284,8.646341463414634
2017,Anaheim Ducks,0.9205320008075913,8.549162123965274,7.121951219512195
2017,Edmonton Oilers,0.9168807265388497,12.226074672048437,7.841463414634147
2017,Montreal Canadiens,0.9211426841574168,10.193037336024217,7.329268292682927
2017,New York Rangers,0.9142352106969206,7.745461912479741,8.304878048780488
2017,St Louis Blues,0.913368922204214,7.90816450567261,7.646341463414634
2017,San Jose Sharks,0.9162983099165141,8.610507025045816,7.329268292682927
2017,Ottawa Senators,0.9151969422651378,7.5719573526453425,6.7317073170731705
2017,Toronto Maple Leafs,0.9150621845346254,10.451766606097314,8.060975609756097
2017,Boston Bruins,0.9085325623858795,7.65045648204504,7.2926829268292686
2017,New York Islanders,0.9110914054600607,6.730111223458038,7.658536585365853
2017,Tampa Bay Lightning,0.913905958654236,7.164876368058371,7.621951219512195
2017,Calgary Flames,0.9106157585578286,6.410654243467693,7.536585365853658
2017,Nashville Predators,0.9163699959563284,9.21205014152851,7.621951219512195
2017,Philadelphia Flyers,0.9048443101711984,5.954279959718026,6.951219512195122
2017,Winnipeg Jets,0.9040551822439422,5.967175727957645,8.085365853658537
2017,Carolina Hurricanes,0.9034296685529507,6.727970897332256,7.012195121951219
2017,Los Angeles Kings,0.9116943319838057,5.5784615384615375,6.585365853658536
2017,Florida Panthers,0.9148827794561933,7.273897280966767,6.719512195121951
2017,Dallas Stars,0.8984757439869546,5.655055034651447,7.2682926829268295
2017,Detroit Red Wings,0.9063058184014496,5.317837729011476,6.487804878048781
2017,Buffalo Sabres,0.9208639854486661,10.679122877930476,6.475609756097561
2017,Arizona Coyotes,0.911559595959596,8.544868686868687,6.280487804878049
2017,New Jersey Devils,0.910385936552839,8.128086482117599,5.829268292682927
2017,Vancouver Canucks,0.9132083671811535,7.878290008123478,5.7317073170731705
2017,Colorado Avalanche,0.899141717791411,5.037873210633947,5.402439024390244
2018,Nashville Predators,0.926397827835881,10.911745776347546,8.426829268292684
2018,Winnipeg Jets,0.9191848790322581,11.470786290322582,9.012195121951219
2018,Tampa Bay Lightning,0.915337785873305,10.550131552317344,9.597560975609756
2018,Boston Bruins,0.9155619701251515,7.754117884537747,8.841463414634147
2018,Vegas Golden Knights,0.9120692230070636,6.2432088799192735,8.670731707317072
2018,Washington Capitals,0.9130490573687411,7.619481046016623,8.463414634146341
2018,Toronto Maple Leafs,0.9203972824984791,11.559967552220646,8.71951219512195
2018,Anaheim Ducks,0.9265452347370542,10.615192423937135,7.609756097560975
2018,Minnesota Wild,0.9155813953488372,8.944186046511629,8.28048780487805
2018,Pittsburgh Penguins,0.9064079187817259,5.167715736040609,8.939024390243903
2018,San Jose Sharks,0.9146917780477927,8.204779262859457,8.329268292682928
2018,Los Angeles Kings,0.9233851911794457,9.937770584665182,7.841463414634147
2018,Philadelphia Flyers,0.9065534921275737,4.291320145337101,8.451219512195122
2018,Columbus Blue Jackets,0.9159252166901835,10.637492441040113,7.634146341463414
2018,New Jersey Devils,0.9105621850433381,6.097621447288853,7.682926829268292
2018,Florida Panthers,0.9186910123757354,7.3067965104483665,8.158536585365853
2018,Colorado Avalanche,0.9173770325203252,8.456463414634147,8.28048780487805
2018,St Louis Blues,0.9141692713618836,7.344489547391923,7.451219512195122
2018,Dallas Stars,0.9140957015409571,7.185786699107866,7.426829268292683
2018,Calgary Flames,0.9082663967611336,7.204878542510121,7.2073170731707314
2018,Carolina Hurricanes,0.896970814754763,4.646270774219699,7.487804878048781
2018,New York Islanders,0.9031705442039247,6.479890754602469,8.682926829268293
2018,Edmonton Oilers,0.9040643855031383,8.012512654383478,7.475609756097561
2018,New York Rangers,0.9141811550151976,9.160688956433638,7.439024390243903
2018,Chicago Blackhawks,0.9110548196454046,4.1401059710617485,7.475609756097561
2018,Vancouver Canucks,0.9081836404130391,7.732577444826888,7.134146341463414
2018,Detroit Red Wings,0.9066869424168694,7.219059205190592,7.012195121951219
2018,Montreal Canadiens,0.9057052866113025,5.003504152319222,6.548780487804878
2018,Arizona Coyotes,0.9107762068269036,6.072126843062009,6.7439024390243905
2018,Ottawa Senators,0.8991298885511652,6.062208713272543,7.2317073170731705
2018,Buffalo Sabres,0.9039041794087667,5.823282364933741,6.426829268292683
2019,Tampa Bay Lightning,0.918053769961593,9.398928643622398,10.560975609756097
2019,Boston Bruins,0.9166692292130285,7.626846044911996,8.524390243902438
2019,Calgary Flames,0.9046365490516012,5.825209055680196,9.682926829268293
2019,Washington Capitals,0.9091414100486224,8.248480551053483,9.170731707317072
2019,New York Islanders,0.9286985858585859,9.424040404040403,7.2560975609756095
2019,San Jose Sharks,0.8933109756097561,5.62859756097561,9.670731707317072
2019,Nashville Predators,0.9169650122050448,8.444019528071603,7.573170731707317
2019,Toronto Maple Leafs,0.9134439918533606,9.620061099796335,9.341463414634147
2019,Pittsburgh Penguins,0.9170436893203885,8.658252427184467,8.902439024390244
2019,Carolina Hurricanes,0.9103355732030137,5.535165953980859,7.829268292682927
2019,St Louis Blues,0.9112737588652483,5.7328672745694025,8.048780487804878
2019,Winnipeg Jets,0.9147163724893488,10.202454858997768,8.878048780487806
2019,Columbus Blue Jackets,0.9085721838145588,8.269113460756405,8.182926829268293
2019,Montreal Canadiens,0.9116225071225071,10.207631257631258,8.170731707317072
2019,Vegas Golden Knights,0.9097458350264122,8.329703372612759,7.817073170731708
2019,Dallas Stars,0.9291849440488301,9.68122075279756,6.902439024390244
2019,Colorado Avalanche,0.9127069701280228,7.5271083113188375,8.378048780487806
2019,Arizona Coyotes,0.9169465045592705,8.401702127659574,6.548780487804878
2019,Florida Panthers,0.8963280744336569,4.172734627831716,8.792682926829269
2019,Chicago Blackhawks,0.903797401542834,5.076938692651238,8.902439024390244
2019,Minnesota Wild,0.909969512195122,9.195121951219512,6.963414634146342
2019,Philadelphia Flyers,0.8986875636067576,3.5120089558314675,8.048780487804878
2019,Vancouver Canucks,0.9057533695433515,8.41398109032388,7.012195121951219
2019,Anaheim Ducks,0.913578659647702,8.403219275156914,6.365853658536586
2019,Edmonton Oilers,0.9010901339829476,6.0581404790905395,7.5
2019,New York Rangers,0.9096431593794077,7.980495667942776,7.2317073170731705
2019,Buffalo Sabres,0.9067239983812223,7.236665317685148,7.304878048780488
2019,Detroit Red Wings,0.90662004048583,7.667793522267207,7.353658536585366
2019,New Jersey Devils,0.9012454434993924,4.049939246658567,7
2019,Los Angeles Kings,0.9044279635258359,4.654528875379939,6.402439024390244
2019,Ottawa Senators,0.9026937984496124,5.937392900856794,8.085365853658537
