Year,Up.To.Round,Team,CF.Playoff,CA.Playoff,FenFor.Playoff,FenAga.Playoff,SCF.Playoff,SCA.Playoff,HDSV.Playoff,HDCF.Playoff,HDCA.Playoff,SavePercentage.Playoff,PDO.Playoff,xGF.Playoff,xGA.Playoff
2016,finals,Los Angeles Kings,56.85,54.12,36.67,39.43,23.61,27.44,85.42,11.03,12.2,89.94,0.98,1.82,2.29
2017,quarter-finals,New York Rangers,57.24,61.69,39.33,41.28,19.36,23.2,89.76,7.78,9,95.67,1.017,1.47,1.86
2017,quarter-finals,Montreal Canadiens,61.69,57.24,41.28,39.33,23.2,19.36,79.49,9,7.78,93.95,0.983,1.86,1.47
2017,quarter-finals,Boston Bruins,52.27,53.93,36.66,39.86,22.36,19.79,85.35,7.87,8.21,93.38,1,1.68,1.82
2017,quarter-finals,Ottawa Senators,53.93,52.27,39.86,36.66,19.79,22.36,84.12,8.21,7.87,93.35,1,1.82,1.68
2017,quarter-finals,Toronto Maple Leafs,61.84,65.37,43.75,46.6,27.58,29.03,87.13,12.35,9.69,93.32,1.003,2.27,2.22
2017,quarter-finals,Washington Capitals,65.37,61.84,46.6,43.75,29.03,27.58,83.3,9.69,12.35,93.02,0.997,2.22,2.27
2017,quarter-finals,Columbus Blue Jackets,64.52,57.09,46.76,41.49,31.29,29.41,76.43,11.37,13.88,90,0.968,2.75,2.84
2017,quarter-finals,Pittsburgh Penguins,57.09,64.52,41.49,46.76,29.41,31.29,81.05,13.88,11.37,93.18,1.032,2.84,2.75
2017,quarter-finals,Nashville Predators,58.96,53.65,39.97,37.6,25.97,19.89,94.73,10.03,8.42,99.02,1.086,2.31,1.98
2017,quarter-finals,Chicago Blackhawks,53.65,58.96,37.6,39.97,19.89,25.97,69.87,8.42,10.03,90.4,0.914,1.98,2.31
2017,quarter-finals,St Louis Blues,43.95,64.23,32.35,46.28,16.14,24.54,96.19,6.64,8.59,97.13,1.046,1.49,2.06
2017,quarter-finals,Minnesota Wild,64.23,43.95,46.28,32.35,24.54,16.14,82.23,8.59,6.64,92.56,0.954,2.06,1.49
2017,quarter-finals,Calgary Flames,61.51,59.76,46.16,44.67,27.29,23.5,85.57,11.74,10.49,90.23,0.922,2.46,2.25
2017,quarter-finals,Anaheim Ducks,59.76,61.51,44.67,46.16,23.5,27.29,95.68,10.49,11.74,97.99,1.078,2.25,2.46
2017,quarter-finals,San Jose Sharks,55.18,60.43,38.17,39.39,24.48,25,86.67,9.35,9.6,94.83,1.011,2.05,2.2
2017,quarter-finals,Edmonton Oilers,60.43,55.18,39.39,38.17,25,24.48,84.76,9.6,9.35,93.76,0.989,2.2,2.05
2017,semi-finals,New York Rangers,57.13,60.09,41.35,40.95,23.87,22.82,88.08,10.51,9.12,93.65,1.016,1.93,1.85
2017,semi-finals,Montreal Canadiens,61.69,57.24,41.28,39.33,23.2,19.36,79.49,9,7.78,93.95,0.983,1.86,1.47
2017,semi-finals,Boston Bruins,52.27,53.93,36.66,39.86,22.36,19.79,85.35,7.87,8.21,93.38,1,1.68,1.82
2017,semi-finals,Ottawa Senators,56.13,54.59,40.23,39.96,21.07,25.36,83.88,8.71,10.52,91.63,0.992,1.83,2.03
2017,semi-finals,Toronto Maple Leafs,61.84,65.37,43.75,46.6,27.58,29.03,87.13,12.35,9.69,93.32,1.003,2.27,2.22
2017,semi-finals,Washington Capitals,66.56,53.32,46.37,38.63,31.35,23.96,84.59,9.93,10.47,92.04,0.991,2.33,1.94
2017,semi-finals,Columbus Blue Jackets,64.52,57.09,46.76,41.49,31.29,29.41,76.43,11.37,13.88,90,0.968,2.75,2.84
2017,semi-finals,Pittsburgh Penguins,50.14,66.33,36.98,46.42,24.33,32.65,83.74,10.91,10.71,92.84,1.025,2.15,2.58
2017,semi-finals,Nashville Predators,56.42,52.67,38.82,38.33,26.92,22.18,83.42,8.33,7.62,95.51,1.046,2.15,2.03
2017,semi-finals,Chicago Blackhawks,53.65,58.96,37.6,39.97,19.89,25.97,69.87,8.42,10.03,90.4,0.914,1.98,2.31
2017,semi-finals,St Louis Blues,48.12,59.08,35.79,41.89,20.26,26.18,89.94,6.82,7.75,94.55,1.019,1.79,2.04
2017,semi-finals,Minnesota Wild,64.23,43.95,46.28,32.35,24.54,16.14,82.23,8.59,6.64,92.56,0.954,2.06,1.49
2017,semi-finals,Calgary Flames,61.51,59.76,46.16,44.67,27.29,23.5,85.57,11.74,10.49,90.23,0.922,2.46,2.25
2017,semi-finals,Anaheim Ducks,63.26,57.38,48.79,42.34,28.63,27,86.27,12.38,11.96,93.78,1.02,2.61,2.38
2017,semi-finals,San Jose Sharks,55.18,60.43,38.17,39.39,24.48,25,86.67,9.35,9.6,94.83,1.011,2.05,2.2
2017,semi-finals,Edmonton Oilers,57.57,60.58,39.88,45.14,26,28.23,86.49,10.95,11.54,92.91,1.001,2.27,2.46
2017,finals,New York Rangers,57.13,60.09,41.35,40.95,23.87,22.82,88.08,10.51,9.12,93.65,1.016,1.93,1.85
2017,finals,Montreal Canadiens,61.69,57.24,41.28,39.33,23.2,19.36,79.49,9,7.78,93.95,0.983,1.86,1.47
2017,finals,Boston Bruins,52.27,53.93,36.66,39.86,22.36,19.79,85.35,7.87,8.21,93.38,1,1.68,1.82
2017,finals,Ottawa Senators,52.18,54.48,37.63,39.77,20.52,24.63,85.34,8.28,9.75,92.65,1.002,1.74,2.03
2017,finals,Toronto Maple Leafs,61.84,65.37,43.75,46.6,27.58,29.03,87.13,12.35,9.69,93.32,1.003,2.27,2.22
2017,finals,Washington Capitals,66.56,53.32,46.37,38.63,31.35,23.96,84.59,9.93,10.47,92.04,0.991,2.33,1.94
2017,finals,Columbus Blue Jackets,64.52,57.09,46.76,41.49,31.29,29.41,76.43,11.37,13.88,90,0.968,2.75,2.84
2017,finals,Pittsburgh Penguins,51.75,58.22,37.93,41.29,23.96,27.58,80.56,9.95,9.48,92.7,1.007,2.1,2.2
2017,finals,Nashville Predators,58.35,54.12,41.57,39.54,26.8,22.2,83.77,9.74,8.34,94.25,1.029,2.36,2.17
2017,finals,Chicago Blackhawks,53.65,58.96,37.6,39.97,19.89,25.97,69.87,8.42,10.03,90.4,0.914,1.98,2.31
2017,finals,St Louis Blues,48.12,59.08,35.79,41.89,20.26,26.18,89.94,6.82,7.75,94.55,1.019,1.79,2.04
2017,finals,Minnesota Wild,64.23,43.95,46.28,32.35,24.54,16.14,82.23,8.59,6.64,92.56,0.954,2.06,1.49
2017,finals,Calgary Flames,61.51,59.76,46.16,44.67,27.29,23.5,85.57,11.74,10.49,90.23,0.922,2.46,2.25
2017,finals,Anaheim Ducks,60.87,58.86,46.23,43.7,26.35,26.85,85.28,11.38,12.01,93.06,1.011,2.54,2.5
2017,finals,San Jose Sharks,55.18,60.43,38.17,39.39,24.48,25,86.67,9.35,9.6,94.83,1.011,2.05,2.2
2017,finals,Edmonton Oilers,57.57,60.58,39.88,45.14,26,28.23,86.49,10.95,11.54,92.91,1.001,2.27,2.46
2018,quarter-finals,New Jersey Devils,47.07,61.38,38.05,48.77,19.09,27.81,86.77,7.02,9.65,92.95,0.983,1.77,2.51
2018,quarter-finals,Tampa Bay Lightning,61.38,47.07,48.77,38.05,27.81,19.09,100,9.65,7.02,94.63,1.017,2.51,1.77
2018,quarter-finals,Toronto Maple Leafs,54.91,61.29,41.5,47.42,27.27,29.59,83.11,10.07,9.9,90.83,0.996,2.22,2.47
2018,quarter-finals,Boston Bruins,61.29,54.91,47.42,41.5,29.59,27.27,82.52,9.9,10.07,91.22,1.004,2.47,2.22
2018,quarter-finals,Columbus Blue Jackets,57.19,59.97,41.5,41.51,24.7,27.08,91.8,8.54,12.31,92.62,1.009,1.94,2.2
2018,quarter-finals,Washington Capitals,59.97,57.19,41.51,41.5,27.08,24.7,80.77,12.31,8.54,91.76,0.991,2.2,1.94
2018,quarter-finals,Philadelphia Flyers,48.64,56.84,33.6,42.37,22.45,28.17,62.84,7.47,9.55,84.94,0.938,1.82,2.32
2018,quarter-finals,Pittsburgh Penguins,56.84,48.64,42.37,33.6,28.17,22.45,85.3,9.55,7.47,91.17,1.062,2.32,1.82
2018,quarter-finals,Colorado Avalanche,53.85,67.07,36.15,49.38,22.77,25.29,82.97,8.31,9.88,90.69,0.987,1.94,2.35
2018,quarter-finals,Nashville Predators,67.07,53.85,49.38,36.15,25.29,22.77,73.68,9.88,8.31,92,1.013,2.35,1.94
2018,quarter-finals,Minnesota Wild,44.94,68.42,32.26,50.53,17.88,27.8,87.23,7.48,11.02,92.28,0.983,1.51,2.41
2018,quarter-finals,Winnipeg Jets,68.42,44.94,50.53,32.26,27.8,17.88,87.53,11.02,7.48,93.93,1.017,2.41,1.51
2018,quarter-finals,Los Angeles Kings,55.28,64.34,38.43,45.81,20.06,29.48,91.96,6.32,11.12,94.26,0.952,1.64,2.31
2018,quarter-finals,Vegas Golden Knights,64.34,55.28,45.81,38.43,29.48,20.06,100,11.12,6.32,99.04,1.048,2.31,1.64
2018,quarter-finals,San Jose Sharks,62.29,60.86,45.21,43.81,30.13,25.51,95.91,12.43,10.59,97.81,1.086,2.45,2.27
2018,quarter-finals,Anaheim Ducks,60.86,62.29,43.81,45.21,25.51,30.13,73.93,10.59,12.43,89.18,0.914,2.27,2.45
2018,semi-finals,New Jersey Devils,47.07,61.38,38.05,48.77,19.09,27.81,86.77,7.02,9.65,92.95,0.983,1.77,2.51
2018,semi-finals,Tampa Bay Lightning,60.2,46.85,46.19,35.65,26.68,19.37,94.5,9.51,6.45,94.1,1.017,2.29,1.62
2018,semi-finals,Toronto Maple Leafs,54.91,61.29,41.5,47.42,27.27,29.59,83.11,10.07,9.9,90.83,0.996,2.22,2.47
2018,semi-finals,Boston Bruins,55.1,56.7,41.53,42.51,25.37,26.6,81.27,8.23,9.79,91.54,0.998,2.06,2.16
2018,semi-finals,Columbus Blue Jackets,57.19,59.97,41.5,41.51,24.7,27.08,91.8,8.54,12.31,92.62,1.009,1.94,2.2
2018,semi-finals,Washington Capitals,59.23,56.34,40.76,40.78,27.45,25.59,88.46,10.68,10.15,92.96,1.009,2.09,2.07
2018,semi-finals,Philadelphia Flyers,48.64,56.84,33.6,42.37,22.45,28.17,62.84,7.47,9.55,84.94,0.938,1.82,2.32
2018,semi-finals,Pittsburgh Penguins,56.07,53.88,41.1,36.99,27.31,25.34,74.08,10.82,8.23,91.24,1.018,2.26,1.9
2018,semi-finals,Colorado Avalanche,53.85,67.07,36.15,49.38,22.77,25.29,82.97,8.31,9.88,90.69,0.987,1.94,2.35
2018,semi-finals,Nashville Predators,63.71,58.47,47.18,41.82,27.68,25.92,78.52,10.88,10.16,92.11,0.996,2.36,2.33
2018,semi-finals,Minnesota Wild,44.94,68.42,32.26,50.53,17.88,27.8,87.23,7.48,11.02,92.28,0.983,1.51,2.41
2018,semi-finals,Winnipeg Jets,64.49,54.68,47.81,40.19,28.05,24.77,82.34,11.31,9.94,94,1.018,2.53,2.03
2018,semi-finals,Los Angeles Kings,55.28,64.34,38.43,45.81,20.06,29.48,91.96,6.32,11.12,94.26,0.952,1.64,2.31
2018,semi-finals,Vegas Golden Knights,63.77,55.61,44.49,38.47,28.55,22.88,91.63,11.72,9.99,96.68,1.042,2.28,1.97
2018,semi-finals,San Jose Sharks,58.33,62.38,41.07,43.61,27,26.94,89.88,12.65,11.57,93.72,1.011,2.32,2.26
2018,semi-finals,Anaheim Ducks,60.86,62.29,43.81,45.21,25.51,30.13,73.93,10.59,12.43,89.18,0.914,2.27,2.45
2018,finals,New Jersey Devils,47.07,61.38,38.05,48.77,19.09,27.81,86.77,7.02,9.65,92.95,0.983,1.77,2.51
2018,finals,Tampa Bay Lightning,57.36,50.28,42.52,39.11,25.58,23.11,93.52,9.83,7.78,92.87,0.998,2.16,1.83
2018,finals,Toronto Maple Leafs,54.91,61.29,41.5,47.42,27.27,29.59,83.11,10.07,9.9,90.83,0.996,2.22,2.47
2018,finals,Boston Bruins,55.1,56.7,41.53,42.51,25.37,26.6,81.27,8.23,9.79,91.54,0.998,2.06,2.16
2018,finals,Columbus Blue Jackets,57.19,59.97,41.5,41.51,24.7,27.08,91.8,8.54,12.31,92.62,1.009,1.94,2.2
2018,finals,Washington Capitals,57.75,55.31,41.87,39.6,27.75,25.05,87.56,10.3,10.19,93.4,1.016,2.1,2.04
2018,finals,Philadelphia Flyers,48.64,56.84,33.6,42.37,22.45,28.17,62.84,7.47,9.55,84.94,0.938,1.82,2.32
2018,finals,Pittsburgh Penguins,56.07,53.88,41.1,36.99,27.31,25.34,74.08,10.82,8.23,91.24,1.018,2.26,1.9
2018,finals,Colorado Avalanche,53.85,67.07,36.15,49.38,22.77,25.29,82.97,8.31,9.88,90.69,0.987,1.94,2.35
2018,finals,Nashville Predators,63.71,58.47,47.18,41.82,27.68,25.92,78.52,10.88,10.16,92.11,0.996,2.36,2.33
2018,finals,Minnesota Wild,44.94,68.42,32.26,50.53,17.88,27.8,87.23,7.48,11.02,92.28,0.983,1.51,2.41
2018,finals,Winnipeg Jets,63.04,55.11,46.89,40.02,27.5,25.71,81.04,12.2,10.05,92.9,1,2.58,2.11
2018,finals,Los Angeles Kings,55.28,64.34,38.43,45.81,20.06,29.48,91.96,6.32,11.12,94.26,0.952,1.64,2.31
2018,finals,Vegas Golden Knights,61.38,56.76,42.92,40.38,28.43,23.9,91.88,11.28,11.43,96.13,1.044,2.3,2.21
2018,finals,San Jose Sharks,58.33,62.38,41.07,43.61,27,26.94,89.88,12.65,11.57,93.72,1.011,2.32,2.26
2018,finals,Anaheim Ducks,60.86,62.29,43.81,45.21,25.51,30.13,73.93,10.59,12.43,89.18,0.914,2.27,2.45
2019,quarter-finals,Columbus Blue Jackets,45.27,50.65,33.48,36.18,19.97,22.41,85.85,7.43,8.77,93.75,1.03,1.6,1.86
2019,quarter-finals,Tampa Bay Lightning,50.65,45.27,36.18,33.48,22.41,19.97,79.06,8.77,7.43,90.7,0.97,1.86,1.6
2019,quarter-finals,Toronto Maple Leafs,58.45,60.66,44.48,47.86,29.31,29.23,86.34,9.65,10.24,94.52,1.01,2.31,2.28
2019,quarter-finals,Boston Bruins,60.66,58.45,47.86,44.48,29.23,29.31,89.73,10.24,9.65,93.49,0.99,2.28,2.31
2019,quarter-finals,Carolina Hurricanes,62.75,44.13,47.11,32.67,25.97,20.47,83.26,11.84,8.96,91.42,0.996,2.5,1.82
2019,quarter-finals,Washington Capitals,44.13,62.75,32.67,47.11,20.47,25.97,73.98,8.96,11.84,91.79,1.004,1.82,2.5
2019,quarter-finals,Pittsburgh Penguins,67.93,58.12,50.81,42.39,30.98,32.75,82.99,11.59,13.27,89.16,0.928,2.58,2.66
2019,quarter-finals,New York Islanders,58.12,67.93,42.39,50.81,32.75,30.98,96.3,13.27,11.59,96.36,1.072,2.66,2.58
2019,quarter-finals,Dallas Stars,58.75,65.28,39.12,45.78,31.49,35.19,90.08,12.62,12.66,93.15,1.025,2.34,2.93
2019,quarter-finals,Nashville Predators,65.28,58.75,45.78,39.12,35.19,31.49,84.14,12.66,12.62,90.67,0.975,2.93,2.34
2019,quarter-finals,St Louis Blues,52.68,53.03,39.21,38.77,24.15,26.38,75.06,7.39,10.25,92.19,0.989,1.96,2.2
2019,quarter-finals,Winnipeg Jets,53.03,52.68,38.77,39.21,26.38,24.15,83.16,10.25,7.39,93.24,1.011,2.2,1.96
2019,quarter-finals,Colorado Avalanche,69.22,54.2,51.61,39.44,34.72,24.57,94.01,13.87,10.59,96.65,1.02,2.89,1.87
2019,quarter-finals,Calgary Flames,54.2,69.22,39.44,51.61,24.57,34.72,93.39,10.59,13.87,94.65,0.98,1.87,2.89
2019,quarter-finals,Vegas Golden Knights,60.93,52.71,45.15,34.48,26.38,24.62,81.49,12.69,9.85,93.9,1.012,2.58,1.9
2019,quarter-finals,San Jose Sharks,52.71,60.93,34.48,45.15,24.62,26.38,80.83,9.85,12.69,92.66,0.988,1.9,2.58
2019,semi-finals,Columbus Blue Jackets,49.13,59.17,37.32,43.47,21.23,24.52,83.56,8.43,9.19,93.15,0.994,1.81,2.07
2019,semi-finals,Tampa Bay Lightning,50.65,45.27,36.18,33.48,22.41,19.97,79.06,8.77,7.43,90.7,0.97,1.86,1.6
2019,semi-finals,Toronto Maple Leafs,58.45,60.66,44.48,47.86,29.31,29.23,86.34,9.65,10.24,94.52,1.01,2.31,2.28
2019,semi-finals,Boston Bruins,62.59,55.28,48.05,42.31,27.68,25.91,90.43,9.88,9.39,94.38,1.007,2.25,2.14
2019,semi-finals,Carolina Hurricanes,61.35,47.47,45.53,34.25,26.05,22.57,89.97,11.89,9.85,93.87,1.031,2.44,1.98
2019,semi-finals,Washington Capitals,44.13,62.75,32.67,47.11,20.47,25.97,73.98,8.96,11.84,91.79,1.004,1.82,2.5
2019,semi-finals,Pittsburgh Penguins,67.93,58.12,50.81,42.39,30.98,32.75,82.99,11.59,13.27,89.16,0.928,2.58,2.66
2019,semi-finals,New York Islanders,55.84,63.32,39.74,46.68,29.56,28.57,83.04,12.37,11.79,92.88,0.995,2.46,2.46
2019,semi-finals,Dallas Stars,53.62,61.36,38.31,43.63,28.01,30.63,86.83,11.9,10.82,92.66,0.999,2.34,2.52
2019,semi-finals,Nashville Predators,65.28,58.75,45.78,39.12,35.19,31.49,84.14,12.66,12.62,90.67,0.975,2.93,2.34
2019,semi-finals,St Louis Blues,55.73,51.09,40.7,38.16,25.7,25.74,82.48,8.46,10.84,93.53,1.009,2.08,2.28
2019,semi-finals,Winnipeg Jets,53.03,52.68,38.77,39.21,26.38,24.15,83.16,10.25,7.39,93.24,1.011,2.2,1.96
2019,semi-finals,Colorado Avalanche,61.83,58.84,44.01,41.57,32.33,27.25,88.09,13.54,10.76,93.24,1.003,2.78,2.25
2019,semi-finals,Calgary Flames,54.2,69.22,39.44,51.61,24.57,34.72,93.39,10.59,13.87,94.65,0.98,1.87,2.89
2019,semi-finals,Vegas Golden Knights,60.93,52.71,45.15,34.48,26.38,24.62,81.49,12.69,9.85,93.9,1.012,2.58,1.9
2019,semi-finals,San Jose Sharks,57.24,58.86,38.62,42.02,26.79,28.44,79.85,10.35,12.99,92.02,0.997,2.2,2.64
2019,finals,Columbus Blue Jackets,49.13,59.17,37.32,43.47,21.23,24.52,83.56,8.43,9.19,93.15,0.994,1.81,2.07
2019,finals,Tampa Bay Lightning,50.65,45.27,36.18,33.48,22.41,19.97,79.06,8.77,7.43,90.7,0.97,1.86,1.6
2019,finals,Toronto Maple Leafs,58.45,60.66,44.48,47.86,29.31,29.23,86.34,9.65,10.24,94.52,1.01,2.31,2.28
2019,finals,Boston Bruins,59.84,53.99,45.54,40.85,27.26,24.83,91.67,10.76,8.95,94.43,1.013,2.31,2.05
2019,finals,Carolina Hurricanes,58.32,48.15,43.01,34.86,24.76,23.39,87.7,10.74,10.88,92.9,1.013,2.26,2.12
2019,finals,Washington Capitals,44.13,62.75,32.67,47.11,20.47,25.97,73.98,8.96,11.84,91.79,1.004,1.82,2.5
2019,finals,Pittsburgh Penguins,67.93,58.12,50.81,42.39,30.98,32.75,82.99,11.59,13.27,89.16,0.928,2.58,2.66
2019,finals,New York Islanders,55.84,63.32,39.74,46.68,29.56,28.57,83.04,12.37,11.79,92.88,0.995,2.46,2.46
2019,finals,Dallas Stars,53.62,61.36,38.31,43.63,28.01,30.63,86.83,11.9,10.82,92.66,0.999,2.34,2.52
2019,finals,Nashville Predators,65.28,58.75,45.78,39.12,35.19,31.49,84.14,12.66,12.62,90.67,0.975,2.93,2.34
2019,finals,St Louis Blues,54.27,52.01,39.93,37.7,25.56,25.6,82.2,9.18,10.33,92.93,1.016,2.15,2.18
2019,finals,Winnipeg Jets,53.03,52.68,38.77,39.21,26.38,24.15,83.16,10.25,7.39,93.24,1.011,2.2,1.96
2019,finals,Colorado Avalanche,61.83,58.84,44.01,41.57,32.33,27.25,88.09,13.54,10.76,93.24,1.003,2.78,2.25
2019,finals,Calgary Flames,54.2,69.22,39.44,51.61,24.57,34.72,93.39,10.59,13.87,94.65,0.98,1.87,2.89
2019,finals,Vegas Golden Knights,60.93,52.71,45.15,34.48,26.38,24.62,81.49,12.69,9.85,93.9,1.012,2.58,1.9
2019,finals,San Jose Sharks,56.3,56.48,38.04,40.87,26.34,27.49,80.66,10,12.34,90.83,0.988,2.12,2.54
